_id,title,text,query
<dbpedia:Three_Islands_National_Park>,Three Islands National Park,"Three Islands and Three Islands Reef are part of the Three Islands Group National Park in Far North Queensland, Australia, in the Coral Sea, 1,581 km (982 mi) northwest of Brisbane, about 44 km (27 mi) north-northeast of Cooktown.The Three Islands Group National Park comprises Three Islands, Two Islands and Rocky Islets, a group of eight islands. They are all located within the Great Barrier Reef Marine Park Authority.",where is the three islands and reef located
<dbpedia:Scouting_in_Connecticut>,Scouting in Connecticut,"Scouting in Connecticut has experienced many organizational changes since 1910. With only eight counties, Connecticut has had 40 Boy Scout Councils since the Scouting movement began in 1910. In 1922, 17 Boy Scout Councils existed in Connecticut, but currently only four exist. The Girl Scouts of the USA has had at least 53 Girl Scout Councils in Connecticut since their program began in 1912. Today there is one, Girl Scouts of Connecticut which assumed operation on October 1, 2007.",how many scouts in ct
<dbpedia:Venman_Bushland_National_Park>,Venman Bushland National Park,"Venman Bushland is a national park in Queensland, Australia, 22 km southeast of Brisbane.",where is venman bushland
<dbpedia:Welford_National_Park>,Welford National Park,"Welford is a national park in Central West Queensland, Australia, 991 km west of Brisbane founded by Claire Gillman. It is located just to the south east of Jundah. The park was established in 1992 to protect the biodiversity of the mulga lands, mitchell grass and Channel Country ecoregions. The southern border is marked by the Barcoo River.The name of the park comes from the original owner of the grazing station which was eventually called Welford Downs after Richard Welford.",where is welford national park
<dbpedia:Scouting_in_New_Jersey>,Scouting in New Jersey,"Scouting in New Jersey has a long history, from the 1910s to the present day, serving thousands of youth in programs that suit the environment in which they live. The second National BSA Headquarters was in North Brunswick, although it was referred to in BSA publications as being in neighboring New Brunswick.",where is bsa nj
<dbpedia:Tully_Gorge_National_Park>,Tully Gorge National Park,"Tully Gorge is a national park in Queensland, Australia, 1,338 km northwest of Brisbane.  The park forms part of the Wooroonooran Important Bird Area, identified as such by BirdLife International because it supports populations of a range of bird species endemic to Queensland’s Wet Tropics.","tully gorges, qld"
<dbpedia:Starcke_National_Park>,Starcke National Park,"Starcke is a national park in Queensland, Australia, 1,619 km northwest of Brisbane. It covers about 7,000 hectares of land",where is starcke
<dbpedia:West_Hill_National_Park>,West Hill National Park,"West Hill is a national park in Central Queensland, Australia, 722 km northwest of Brisbane.",where is wh hill in australia
<dbpedia:Wild_Cattle_Island_National_Park>,Wild Cattle Island National Park,"Wild Cattle Island is a national park in Queensland, Australia, 424 km northwest of Brisbane.",where is wild cattle island qld
<dbpedia:Turtle_Group_National_Park>,Turtle Group National Park,"Turtle Group is a national park in Queensland, Australia, 1,634 km northwest of Brisbane.",where are turtles in australia
<dbpedia:Two_Islands_National_Park>,Two Islands National Park,"Two Islands and Two Islands Reef are part of the Three Islands Group National Park in Far North Queensland, Australia, in the Coral Sea, 1,590 km (990 mi) northwest of Brisbane, about 50 km (31 mi) north-northeast of Cooktown, 10 km (6.2 mi) southeast of Cape Flattery, and 10 km (6.2 mi) north of Three Islands and Three Islands Reef.The islands are located within the Great Barrier Reef Marine Park Authority, and are important and protected seabird nesting sites.",where are the two islands qld located
