_id,title,text,query
<dbpedia:Bride_of_the_Monster>,Bride of the Monster,"Bride of the Monster is a 1955 sci-fi horror film starring Bela Lugosi, along with Tor Johnson, Tony McCoy and Loretta King. It was produced, directed and co-written by Edward D. Wood, Jr.. Bride of the monster is considered to be Ed Wood's biggest budgeted film. Shooting started in 1953 but due to further financial problems the film wasn't finished until 1955.A sequel, entitled Night of the Ghouls, was finished in 1959, but due to last-minute financial problems, was not released until 1987.",who directed bride of the monster
<dbpedia:Bruno_of_Querfurt>,Bruno of Querfurt,"Saint Bruno of Querfurt (c. 974 – February 14, 1009), also known as Brun and Boniface, is a sainted missionary bishop and martyr, who was beheaded near the border of Kievan Rus and Lithuania while trying to spread Christianity in Eastern Europe. He is also called the second ""Apostle of the Prussians"".",who is the saint bruno
<dbpedia:Berry_paradox>,Berry paradox,"The Berry paradox is a self-referential paradox arising from an expression like ""the smallest positive integer not definable in fewer than twelve words"" (note that this defining phrase has fewer than twelve words). Bertrand Russell, the first to discuss the paradox in print, attributed it to G. G. Berry (1867–1928), a junior librarian at Oxford's Bodleian library, who had suggested the more limited paradox arising from the expression ""the first undefinable ordinal"".",what is a berry paradox
<dbpedia:Biathlon_World_Championships>,Biathlon World Championships,"The first Biathlon World Championships (BWCH) was held in 1958, with individual and team contests for men. The number of events has grown significantly over the years. Beginning in 1984, women biathletes had their own World Championships, and finally, from 1989, both genders have been participating in joint BWCHs. In 1978 the development was enhanced by the change from the large army rifle calibre to a small bore rifle, while the range to the target was reduced from 150 to 50 meters.",when was the first biathlon
<dbpedia:British_Army>,British Army,"The British Army is the United Kingdom's principal land warfare force. The force was initially administered by the War Office from London, which in 1964 was subsumed into the Ministry of Defence. The professional head of the British Army is the Chief of the General Staff.The full-time element of the British Army is referred to as the Regular Army and has been since the creation of the reservist Territorial Force in 1908.",what is the name of the head of the uk army
<dbpedia:Blue_whale>,Blue whale,"The blue whale (Balaenoptera musculus) is a marine mammal belonging to the baleen whales (Mysticeti). At 30 metres (98 ft) in length and 180 tonnes (200 short tons) or more in weight, it is the largest extant animal and is the heaviest known to have existed.Long and slender, the blue whale's body can be various shades of bluish-grey dorsally and somewhat lighter underneath. There are at least three distinct subspecies: B. m. musculus of the North Atlantic and North Pacific, B. m.",what is a blue whale
<dbpedia:Basenji>,Basenji,"The Basenji is a breed of hunting dog. It was bred from stock that originated in central Africa. Most of the major kennel clubs in the English-speaking world place the breed in the Hound Group—more specifically, in the sighthound type.",what is a basenji
<dbpedia:Brezhnev_Doctrine>,Brezhnev Doctrine,"The Brezhnev Doctrine was a Soviet foreign policy, first and most clearly outlined by S. Kovalev in a September 26, 1968, Pravda article, entitled Sovereignty and the International Obligations of Socialist Countries.",who introduced the brezhnev doctrine
<dbpedia:Blackwood_convention>,Blackwood convention,"In the partnership card game contract bridge, the Blackwood convention is a popular bidding convention that was developed by Easley Blackwood.",what is blackwood convention
<dbpedia:Blue_Angels>,Blue Angels,"The Blue Angels is the United States Navy's flight demonstration squadron, with aviators from the Navy and Marines. The Blue Angels team was formed in 1946, making it the second oldest formal flying aerobatic team (under the same name) in the world, after the French Patrouille de France formed in 1931.",why was the navy created the blue angels
