_id,title,text,query
<dbpedia:Motion_Painting_No._1>,Motion Painting No. 1,"Motion Painting No. 1 (1947) is a short animated film in which film artist Oskar Fischinger put images in motion to the music of Johann Sebastian Bach's Brandenburg Concerto no. 3, BWV 1048.  The film was created by applying oil paint on acrylic glass. Fischinger filmed each brushstroke over the course of 9 months. In 1997, the film was selected for inclusion in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant"".",what was motion painting no 1
<dbpedia:The_Lady_Eve>,The Lady Eve,"The Lady Eve is a 1941 American screwball comedy film written and directed by Preston Sturges which stars Barbara Stanwyck and Henry Fonda. The film is based on a story by Monckton Hoffe about a mismatched couple who meet on board an ocean liner. In 1994, The Lady Eve was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant.""",lady eve film cast
"<dbpedia:Knute_Rockne,_All_American>","Knute Rockne, All American","Knute Rockne, All American is a 1940 biographical film which tells the story of Knute Rockne, Notre Dame football coach. It stars Pat O'Brien portraying the role of Rockne and Ronald Reagan as player George Gipp, a.k.a. ""The Gipper,"" as well as Gale Page, Donald Crisp, Albert Bassermann, Owen Davis, Jr., Nick Lukats, Kane Richmond, William Marshall and William Byrne. It also includes cameos by legendary football coaches ""Pop"" Warner, Amos Alonzo Stagg, William H.",cast of nute rockne all american
<dbpedia:The_Land_Beyond_the_Sunset>,The Land Beyond the Sunset,"The Land Beyond the Sunset is a 1912 short, silent drama film which tells the story of a young boy, oppressed by his grandmother, who goes on an outing in the country with a social welfare group. It stars Martin Fuller, Mrs. William Bechtel, Walter Edwin and Bigelow Cooper. The movie was written by Dorothy G. Shore and directed by Harold M. Shaw.",who plays in the land beyond the sunset
<dbpedia:Mary_Lou_Retton>,Mary Lou Retton,"Mary Lou Retton (born January 24, 1968) is a retired American gymnast. At the 1984 Summer Olympics, she won a gold medal in the individual all-around competition, as well as two silver medals and two bronze medals. Her performance made her one of the most popular athletes in the United States.",how many gold medals did mary lou retton win
<dbpedia:Killer_of_Sheep>,Killer of Sheep,"Killer of Sheep is a 1978 American drama film written, directed, produced, and shot by Charles Burnett. It features Henry G. Sanders, Kaycee Moore, and Charles Bracy, among others. The drama depicts the culture of urban African-Americans in Los Angeles' Watts district. The film's style is often likened to Italian neorealism.At the time of completion, the film could not be released because the filmmakers had not secured rights to the music used in the film.",who wrote killer of sheep
<dbpedia:Lambchops>,Lambchops,"Lambchops is an 8-minute American comedy Vitaphone short subject released in October 1929, which depicts a vaudeville performance by Burns & Allen of the comedy routine ""Lambchops"" written by Al Boasberg.",when did lambchops come out
<dbpedia:King:_A_Filmed_Record..._Montgomery_to_Memphis>,King: A Filmed Record... Montgomery to Memphis,"King: A Filmed Record...  Montgomery To Memphis is a 1970 American documentary film biography of Dr. Martin Luther King, Jr., and his participation in the nonviolent campaign for civil rights and social justice in the 1950s and 1960s Civil Rights Movement. It uses only original newsreel and other primary material, unvarnished and unretouched, and covers the period from the Montgomery bus boycott of 1955 and 1956 through his assassination in 1968.",who was mlk's president
<dbpedia:Jaws_(film)>,Jaws (film),"Jaws is a 1975 American thriller film directed by Steven Spielberg and based on Peter Benchley's 1974 novel of the same name. The prototypical summer blockbuster, its release is regarded as a watershed moment in motion picture history. In the story, a giant man-eating great white shark attacks beachgoers on Amity Island, a fictional New England summer resort town, prompting the local police chief to hunt it with the help of a marine biologist and a professional shark hunter.",when was jaws released
<dbpedia:Let's_All_Go_to_the_Lobby>,Let's All Go to the Lobby,"Let's All Go to the Lobby is a 1953 animated musical snipe played as an advertisement before the beginning of the main film. It featured a family of four talking concession stand products, singing ""Let's all go to the lobby to get ourselves a treat"" and walking to the concession stand. One shot from the film depicts the anthropomorphic gum, soda, popcorn, and candy walking behind the silhouettes of audience members in the foreground, creating an illusion of depth.",who sang let's all go to the lobby
