_id,title,text,query
"<dbpedia:Columbia,_Mississippi>","Columbia, Mississippi","Columbia is a city in Marion County, Mississippi, which was formed six years before Mississippi was admitted to statehood. Columbia was named for Columbia, South Carolina, from which many of the early settlers had migrated. The population was 6,603 as of the 2000 census. It is the county seat of Marion County.",what county is columbia ms in
"<dbpedia:Holly_Springs,_Mississippi>","Holly Springs, Mississippi","Holly Springs is a city in and county seat of Marshall County, Mississippi, United States near southern Tennessee.Near the Mississippi Delta, the area was developed as cotton plantations and dependent on African slaves. Since the 19th century, the county has had a majority-black population. After the American Civil War, many freedmen continued to work in agriculture but as sharecroppers and tenant farmers. As the county seat, the city is a center of trade and court sessions.",what county is holly springs ms in
"<dbpedia:Aberdeen,_Mississippi>","Aberdeen, Mississippi","Aberdeen is a city in Monroe County, Mississippi. The population was 5,612 at the 2010 census. It is the county seat of Monroe County.Located on the banks of the Tombigbee River, Aberdeen was one of the busiest Mississippi ports of the 19th century. Cotton was heavily traded in town, and for a time Aberdeen was Mississippi's second largest city. Today Aberdeen retains many historic structures from this period, with over 200 buildings on the National Register of Historic Places.","where is aberdeen, ms"
"<dbpedia:Amory,_Mississippi>","Amory, Mississippi","Amory is a city in Monroe County, Mississippi. The population is 7,316 as of the 2010 census.",what county is amory ms in
"<dbpedia:Kilmichael,_Mississippi>","Kilmichael, Mississippi","Kilmichael is a town in Montgomery County, Mississippi. The population was 830 at the 2000 census.",what county is kilmichael ms in?
"<dbpedia:Gattman,_Mississippi>","Gattman, Mississippi","Gattman is a village in Monroe County, Mississippi. The population was 90 at the 2010 census.","what county is gattman, ms in"
"<dbpedia:Pearl_River,_Mississippi>","Pearl River, Mississippi","Pearl River is a census-designated place (CDP) in Neshoba County, Mississippi. The population was 3,156 at the 2000 census.",what county is pearl river ms in?
"<dbpedia:Duck_Hill,_Mississippi>","Duck Hill, Mississippi","Duck Hill is a town in Montgomery County, Mississippi. The population was 732 at the 2010 census.Duck Hill is located on U.S. Route 51, mid-way between Grenada and Winona.  Big Bogue Creek flows east of the town.The annual Grassroots Blues Festival takes place each July in Duck Hill.",where is duck hill mississippi
"<dbpedia:Chunky,_Mississippi>","Chunky, Mississippi","Chunky is a town in Newton County, Mississippi. The population was 344 at the 2000 census.",where is chunky ms
"<dbpedia:Hatley,_Mississippi>","Hatley, Mississippi","Hatley is a town in Monroe County, Mississippi. The population was 482 at the 2010 census.",what county is hatley mississippi
