_id,title,text,query
<dbpedia:Natural_language_understanding>,Natural language understanding,"Natural language understanding is a subtopic  of natural language processing in artificial intelligence that deals with machine reading comprehension.The process of disassembling and parsing input is more complex than the reverse process of assembling output in natural language generation because of the occurrence of unknown and unexpected features in the input and the need to determine the appropriate syntactic and semantic schemes to apply to it, factors which are pre-determined when outputting language.There is considerable commercial interest in the field because of its application to news-gathering, text categorization, voice-activation, archiving, and large-scale content-analysis.",what is a natural language understanding
<dbpedia:Bolometer>,Bolometer,"A bolometer (Greek: βολόμετρον ""bolometron"", meaning measurer (-μετρον)  of thrown things (βολο-) ) is a device for measuring the power of incident electromagnetic radiation via the heating of a material with a temperature-dependent electrical resistance. It was invented in 1878 by the American astronomer Samuel Pierpont Langley. The name comes from the Greek word bole (βολή), for something thrown, as with a ray of light.",what is a bolometer
<dbpedia:Samariá_Gorge>,Samariá Gorge,The Samariá Gorge (Greek: Φαράγγι Σαμαριάς or just Φάραγγας) is aNational Park of Greece since 1962 on the island of Crete – a major tourist attraction of the island – and a World's Biosphere Reserve.The gorge is in southwest Crete in the regional unit of Chania. It was created by a small river running between the White Mountains (Lefká Óri) and Mt. Volakias. There are a number of other gorges in the White Mountains.,where is samiaria gorge located
<dbpedia:Joseph_Gary>,Joseph Gary,"Joseph E. Gary (July 9, 1821 – October 31, 1906) was judge who presided over the trial of eight anarchists tried for their alleged role in the Haymarket Riot. Born in Potsdam, New York, USA, he worked as a carpenter, then moved to St. Louis in 1843 to study law. He was admitted to the bar in 1844 and practiced for five years in Springfield, Missouri. In 1849 he moved to Las Vegas, which was then part of the New Mexico territory, and established a practice there.",what was joe gary's name
<dbpedia:National_Gallery>,National Gallery,"The National Gallery is an art museum in Trafalgar Square in the City of Westminster, in Central London. Founded in 1824, it houses a collection of over 2,300 paintings dating from the mid-13th century to 1900. The Gallery is an exempt charity, and a non-departmental public body of the Department for Culture, Media and Sport. Its collection belongs to the public of the United Kingdom and entry to the main collection is free of charge.",where is the national gallery in london
"<dbpedia:More_Guns,_Less_Crime>","More Guns, Less Crime","More Guns, Less Crime is a book by John Lott that says violent crime rates go down when states pass ""shall issue"" concealed carry laws.  He presents the results of his statistical analysis of crime data for every county in the United States during 29 years from 1977 to 2005.  The book examines city, county and state level data from the entire United States and measures the impact of 11 different types of gun control laws on crime rates.",will issue law on concealed carry
<dbpedia:James_H._Clark>,James H. Clark,"James Henry Clark (born March 23, 1944) is an American entrepreneur and computer scientist. He founded several notable Silicon Valley technology companies, including Silicon Graphics, Inc., Netscape Communications Corporation, myCFO and Healtheon. His research work in computer graphics led to the development of systems for the fast rendering of three-dimensional computer images.",when did james clear born
<dbpedia:Crayola>,Crayola,"Crayola is a brand of artists' supplies manufactured by Crayola, LLC (formerly Binney & Smith Company) and best known for its crayons. The company is based in Forks Township, Northampton County, Pennsylvania.  Since 1984, Crayola has been a wholly owned subsidiary of Hallmark Cards.",who makes crayola crayons
<dbpedia:Flag_of_Djibouti>,Flag of Djibouti,"The flag of Djibouti (Somali: Calanka Jabuuti, Arabic: علم جيبوتي‎, French: Drapeau de Djibouti) was adopted on 27 June 1977, following the country's independence from France. The light blue represents the Issa Somalis, and the green represents the Afars. The five-pointed star in its center represents the Somali-inhabited territories in Greater Somalia.",what is the djibouti flag
<dbpedia:Aristoxenus>,Aristoxenus,"Aristoxenus of Tarentum (Greek: Ἀριστόξενος; - b. about 375, fl. 335 BCE) was a Greek Peripatetic philosopher, and a pupil of Aristotle. Most of his writings, which dealt with philosophy, ethics and music, have been lost, but one musical treatise, Elements of Harmony (Greek: Ἁρμονικῶν στοιχείων; Latin: Elementa harmonica), survives incomplete, as well as some fragments concerning rhythm and meter. The Elements is the chief source of our knowledge of ancient Greek music.",who wrote the elements of harmony in ancient greece
