_id,title,text,query
<dbpedia:Psychology_of_torture>,Psychology of torture,"Torture, whether physical, psychological, or both, depends on complicated interpersonal relationships between victims, aggressors, bystanders, and others.  Torture also involves deeply personal processes in those involved.  These interacting psychological relationships, processes, and dynamics form the basis for the psychology of torture. Torture is about reprogramming the victim to succumb to an alternative exegesis of the world, proffered by the abuser.",psychology of torture definition
<dbpedia:Pablo_Picasso>,Pablo Picasso,"Pablo Ruiz y Picasso, also known as Pablo Picasso (/pɪˈkɑːsoʊ, -ˈkæsoʊ/; Spanish: [ˈpaβlo piˈkaso]; 25 October 1881 – 8 April 1973), was a Spanish painter, sculptor, printmaker, ceramicist, stage designer, poet and playwright who spent most of his adult life in France.",what are the characteristics of picasso
<dbpedia:Pope_Celestine_V>,Pope Celestine V,"Pope Celestine V (Latin: Caelestinus V; 1215 – 19 May 1296), born Pietro Angelerio (according to some sources Angelario, Angelieri, Angelliero, or Angeleri), also known as Pietro da Morrone and Peter of Morrone, was Pope for five months from 5 July to 13 December 1294, when he resigned. He was also a monk and hermit who founded the order of the Celestines.He was elected Pope in the Catholic Church's last non-conclave papal election ending a two-year impasse.",who is pope celestine v
<dbpedia:Pope_Celestine_IV>,Pope Celestine IV,"Pope Celestine IV (Latin: Caelestinus IV; died 10 November 1241), born Goffredo da Castiglione, was Pope from 25 October 1241 to his death on 10 November of the same year.Born in Milan, Goffredo or Godfrey is often referred to as son of a sister of Pope Urban III, but this claim is without foundation. Nothing is known of his early life until he became chancellor of the church of Milan (perhaps as early as 1219, certainly in 1223–27).",who was pope celestinus iv
<dbpedia:Public_relations>,Public relations,"Public relations (PR) is the practice of managing the spread of information between an individual or an organization (such as a business, government agency, or a nonprofit organization) and the public. Public relations may include an organization or individual gaining exposure to their audiences using topics of public interest and news items that do not require direct payment. This differentiates it from advertising as a form of marketing communications.",what is pr
<dbpedia:Paradox>,Paradox,"A paradox is a statement that apparently contradicts itself and yet might be true (or wrong at the same time). Some logical paradoxes are known to be invalid arguments but are still valuable in promoting critical thinking.Some paradoxes have revealed errors in definitions assumed to be rigorous, and have caused axioms of mathematics and logic to be re-examined.",paradox definition
<dbpedia:Political_science>,Political science,Political science is a social science discipline that deals with systems of government and the analysis of political activity and political behavior.  It deals extensively with the theory and practice of politics which is commonly thought of as the determining of the distribution of power and resources.,definition political science
<dbpedia:Pribislav-Henry>,Pribislav-Henry,"Pribislav-Henry (German: Pribislaw-Heinrich; d. 1150) was a Slavic Christian prince and the last ruler of the Hevelli (Stodorani) tribe in the Northern March of Brandenburg. His reign started, probably supported by the Ascanians, after the prior Hevelli prince Meinfried had been murdered in 1127. Having no sons of his own, he around 1129 gave the area between Brandenburg and Lehnin to his son-in-law, who was the oldest son of Albert the Bear.",who was pribischof henry
<dbpedia:Pope_Stephen_VI>,Pope Stephen VI,"Pope Stephen VI (Latin: Stephanus VI; died August 897) was Pope from 22 May 896 to his death in 897.He had been made bishop of Anagni by Pope Formosus. The circumstances of his election are unclear, but he was sponsored by one of the powerful Roman families, the house of Spoleto, that contested the papacy at the time.Stephen is chiefly remembered in connection with his conduct towards the remains of Pope Formosus, his last predecessor but one.",when was stephen vi the pope
<dbpedia:Presbyterianism>,Presbyterianism,"Presbyterianism is a part of the Reformed tradition within Protestantism which traces its origins to the British Isles. Presbyterian churches derive their name from the presbyterian form of church government, which is government by representative assemblies of elders.",what type of government does presbyterian
