_id,title,text,query
<dbpedia:Ragtime>,Ragtime,"Ragtime – also spelled rag-time or rag time – is a musical genre that enjoyed its peak popularity between 1895 and 1918. Its cardinal trait is its syncopated, or ""ragged"", rhythm. The genre has its origins in the red light districts of African-American communities in St. Louis  years before being published as popular sheet music for piano. Ernest Hogan (1865–1909) was an pioneer of ragtime music and the first to publish in the musical genre. He is also credited for coining the term ragtime.",what genre is ragtime music
<dbpedia:Sumba>,Sumba,"Sumba (Indonesian: Pulau Sumba) is an island in eastern Indonesia, is one of the Lesser Sunda Islands, and is in the province of East Nusa Tenggara. Sumba has an area of 11,153 km2, and the population was 656,259 at the 2010 Census. To the northwest of Sumba is Sumbawa, to the northeast, across the Sumba Strait (Selat Sumba), is Flores, to the east, across the Savu Sea, is Timor, and to the south, across part of the Indian Ocean, is Australia.",where is sumba?
<dbpedia:Roland_Corporation>,Roland Corporation,"Roland Corporation (ローランド株式会社, Rōrando Kabushiki Kaisha) is a Japanese manufacturer of electronic musical instruments, electronic equipment and software. It was founded by Ikutaro Kakehashi in Osaka on April 18, 1972, with ¥33 million in capital. In 2005, Roland's headquarters relocated to Hamamatsu in Shizuoka Prefecture. Today it has factories in Italy, Taiwan, Japan, and the USA. As of March 31, 2010, it employed 2,699 employees.","what is rodrig, int"
<dbpedia:Shannon_Elizabeth>,Shannon Elizabeth,"Shannon Elizabeth Fadal (born September 7, 1973), known professionally as Shannon Elizabeth, is an American actress and former fashion model. Elizabeth is well known for her roles in comedy films such as American Pie, Scary Movie and Jay And Silent Bob Strike Back. She is also known for her work in horror films such as Thirteen Ghosts, Cursed, and Night of the Demons. She became widely known as a sex symbol for her role in the 1999 comedy film American Pie.",who is shannon elizabeth?
<dbpedia:Roy_Orbison>,Roy Orbison,"Roy Kelton Orbison (April 23, 1936 – December 6, 1988), also known by his nickname The Big O, was an American singer-songwriter, best known for his trademark sunglasses, distinctive, powerful voice, complex compositions, and dark emotional ballads. Orbison grew up in Texas and began singing in a rockabilly/country and western band in high school until he was signed by Sun Records in Memphis.",where did orbison live
<dbpedia:Six_Nations_Championship>,Six Nations Championship,"The Six Nations Championship is an annual international rugby union competition involving six European sides: England, France, Ireland, Italy, Scotland and Wales.  It is sponsored by the Royal Bank of Scotland. The current champions are Ireland, having won the 2015 Tournament.The Six Nations is the successor to the Five Nations Championship (1910–31 and 1947–99) which in turn succeeded the Home Nations Championship (1883–1909 and 1932–39).",what is the sixth nations championship
<dbpedia:Marine_archeology_in_the_Gulf_of_Khambhat>,Marine archeology in the Gulf of Khambhat,Marine archeology in the Gulf of Khambhat - earlier known as Gulf of Cambay - centers on findings made in December 2000 by the National Institute of Ocean Technology (NIOT). NIOT came across palaeo river channels in the sea. These were seen by the scientists involved to be the extension of the present day major rivers of the area.,what is the gulf of cambay known as
<dbpedia:Romani_people>,Romani people,"The Romani (also spelled Romany; /ˈroʊməni/, /ˈrɒ-/), or Roma, are a traditionally itinerant ethnic group living mostly in Europe and the Americas, who originate from the northwestern regions of the Indian subcontinent.  The Romani are widely known among English-speaking people by the exonym ""Gypsies"" (or ""Gipsies""). However, according to many Romani people and academics who study them, the word has been tainted by its use as a racial slur and a pejorative connoting illegality and irregularity.",what is the romani
<dbpedia:Rhythm_guitar>,Rhythm guitar,"Rhythm guitar is a technique and role that performs a combination of two functions: to provide all or part of the rhythmic pulse in conjunction with singers or other instruments; and to provide all or part of the harmony, i.e. the chords, where a chord is a group of notes played together. Therefore, the basic technique of rhythm guitar is to hold down a series of chords with the fretting hand while strumming rhythmically with the other hand.",what is rhythm guitar used for
<dbpedia:Rennet>,Rennet,"Rennet /ˈrɛnɨt/ is a complex of enzymes produced in the stomachs of ruminant mammals which is used in the production of most cheeses. Chymosin, its key component, is a protease enzyme that curdles the casein in milk, helping young mammals digest their mothers' milk. It can also be used to separate milk into solid curds used for cheesemaking and liquid whey.  In addition to chymosin, rennet contains other important enzymes such as pepsin and a lipase.",what enzyme helps milk to separate
