_id,title,text,query
<dbpedia:Tooloom_National_Park>,Tooloom National Park,"The Tooloom National Park is a protected national park located in the Northern Rivers region of New South Wales, Australia.",where is tooloom located
<dbpedia:Werrikimbe_National_Park>,Werrikimbe National Park,"The Werrikimbe National Park is a protected national park located in the catchment zone of the Upper Hastings River in New South Wales, Australia.",where is werrikimbe
<dbpedia:Woko_National_Park>,Woko National Park,"Woko is a national park in New South Wales, Australia, 243 km north of Sydney.The Woko National Park is characterized by a steep and ragged landscape. There are vast areas of rainforest, arid places with rocky outcroppings and groves of eucalyptus. The Manning River flows through the park and offers spectacular riverside locations for picnickers and hikers.",where is woko
<dbpedia:Weddin_Mountains_National_Park>,Weddin Mountains National Park,"Weddin Mountains is a national park in New South Wales, Australia, 291 km west of Sydney. It is a small crescent shaped range, with a high point some 750 m above sea level, running roughly north south with steep cliffs on the eastern side sloping more gradually down to the plane in the west. Weddin mountains is a small patch of remnant vegetation which ecaped clearing due to its ruggedness.",where is weddin mountains
<dbpedia:Henny_Youngman>,Henny Youngman,"Henry ""Henny"" Youngman (original Yiddish surname Yungman; 16 March 1906 – 24 February 1998) was a British-born American comedian and violinist famous for his mastery of the ""one-liner"". His best known one-liner was ""Take my wife...please"".In a time when many comedians told elaborate anecdotes, Youngman's routine consisted of telling simple one-liner jokes, occasionally with interludes of violin playing.",who is henry youngman?
<dbpedia:Watagans_National_Park>,Watagans National Park,"Watagans is a national park in New South Wales, Australia, 99 kilometres (62 mi) north of Sydney.",where is watagans
<dbpedia:Terrestrial_Planet_Finder>,Terrestrial Planet Finder,"The Terrestrial Planet Finder (TPF) was a proposed project by NASA to construct a system of telescopes in space for detecting extrasolar terrestrial planets. TPF was postponed several times and finally cancelled in 2011. There were actually two telescope systems under consideration, the TPF-I, which had several small telescopes, and TPF-C, which used one large telescope.",what is tpf
<dbpedia:Riccardo_Giacconi>,Riccardo Giacconi,"Riccardo Giacconi (born October 6, 1931) is an American Nobel Prize-winning astrophysicist who laid the foundations of X-ray astronomy.  He is currently a professor at the Johns Hopkins University.",who is riccardo giacconi
<dbpedia:Yabbra_National_Park>,Yabbra National Park,"Yabbra is a national park in New South Wales, Australia, 598 km north of Sydney.",where is yababra
<dbpedia:Wallingat_National_Park>,Wallingat National Park,"Wallingat is a national park in New South Wales, Australia, 211 km northeast of Sydney. The park has forest walks, a campsite on the banks of the Wallingat River and a viewpoint, the Whoota Whoota Lookout, with views of Wallis Lake and the coast. The roads are unsealed and narrow, but suitable for two wheel drive vehicles in dry weather.",where is wallingat national park in australia
<dbpedia:Warrabah_National_Park>,Warrabah National Park,"Warrabah is a national park in New South Wales, Australia, 371 km (231 mi) north of Sydney. It is situated west of Kingstown and east of Split Rock Dam.The major feature of the park is the Namoi River which carves a 15 km (9.3 mi) gorge that drops 245 m (804 ft). Activities in the park include canoeing, li-loing, rock climbing and bush walking. It was closed in 2006 to the public.",warrabah national park location
<dbpedia:Warra_National_Park>,Warra National Park,"Warra is a national park in New South Wales, Australia, 438 km north of Sydney.",where is warra
<dbpedia:Rosalita_(Come_Out_Tonight)>,Rosalita (Come Out Tonight),"""Rosalita (Come Out Tonight)"" is a 1973 song by Bruce Springsteen, from his The Wild, the Innocent, & the E Street Shuffle album, and is especially famed as a concert number for Springsteen and The E Street Band. The song, which clocks in at just over seven minutes, is a story of forbidden love between the singer and the titular Rosalita, whose parents disapprove of his life in a rock and roll band.",who sings come out tonight
<dbpedia:World_Conference_against_Racism>,World Conference against Racism,"The World Conference Against Racism (WCAR) is a series of international events organized by UNESCO to promote struggle against racism ideologies and behaviours. Four conferences have been held so far, in 1978, 1983, 2001, and 2009.",when was wcar
<dbpedia:Lists_of_engineers>,Lists of engineers,Types of engineer include:  Chartered Engineer European Engineer Incorporated Engineer Professional Engineer Royal EngineerLists of individual engineers include: List of aerospace engineers List of canal engineers List of chemical engineers List of civil engineers List of electrical engineers List of environmental engineers List of genetic engineers List of industrial engineers List of materials engineers List of mechanical engineers List of structural engineers List of systems engineers,what are the different types of engineers
