_id,title,text,query
"<dbpedia:Cotati,_California>","Cotati, California","Cotati /koʊˈtɑːtiː/ is an incorporated city in Sonoma County, California, U.S., located about 45 mi (70 km) north of San Francisco in the 101 corridor between Rohnert Park and Petaluma.Cotati's population as of the 2010 Census was 7,265, making it the smallest incorporated community in Sonoma County.Like all of Sonoma County, Cotati is included in both the San Francisco Bay Area and the Redwood Empire. Located in the Sonoma Coast AVA, Cotati can also be considered part of the Wine Country.",what county is cotati
"<dbpedia:Bret_Harte,_California>","Bret Harte, California","Bret Harte is a census-designated place (CDP) in Stanislaus County, California, United States. The population was 5,152 at the 2010 census, down from 5,161 at the 2000 census. It is part of the Modesto Metropolitan Statistical Area.",where is bret harte?
"<dbpedia:Roseland,_California>","Roseland, California","Roseland is a census-designated place (CDP) in Sonoma County, California, United States. It is completely surrounded by the city of Santa Rosa.  As of the 2010 census, the population was 6,325.Located just south of downtown Santa Rosa, the area served as an entry point for immigrants and refugees.  The Roseland Elementary School District claims to serve one of the most diverse student populations in the county.",population of roseland
"<dbpedia:Occidental,_California>","Occidental, California","Occidental is a census-designated place (CDP) in Sonoma County, California, United States. The population was 1,115 at the 2010 census, down from 1,272 at the 2000 census.",where is occidental california
"<dbpedia:Monte_Rio,_California>","Monte Rio, California","Monte Rio is a census-designated place (CDP) in Sonoma County, California along the Russian River near the Pacific Ocean.  The town of Guerneville lies east of Monte Rio, and Jenner is slightly north-west.  The population was 1,152 at the 2010 census, up from 1,104 at the 2000 census.  Bohemian Grove is located in Monte Rio.",where is monte rio located
"<dbpedia:Sonoma,_California>","Sonoma, California","Sonoma is a historically significant city in Sonoma Valley, Sonoma County, California, United States, surrounding its historic town plaza, a remnant of the town's Mexican colonial past.  Today, Sonoma is a center of the state's wine industry for the Sonoma Valley AVA Appellation, as well as the home of the Sonoma International Film Festival. Sonoma's population was 10,648 as of the 2010 census, while the Sonoma urban area had a population of 32,678.",what county is sonoma ca
"<dbpedia:Suisun_City,_California>","Suisun City, California","Suisun City (/səˈsuːn/ suh-SOON) is a city in Solano County, California, United States. The population was 28,111 at the 2010 census. The city takes its name from the adjacent Suisun Bay, which in turn is named for the Suisunes, an indigenous tribe of the area.","what county is suisun city, ca"
"<dbpedia:Del_Rio,_California>","Del Rio, California","Del Rio is an affluent census-designated place (CDP) in Stanislaus County, California, United States that is located around the Del Rio Country Club. The population was 1,270 at the 2010 census, up from 1,168 at the 2000 census. It is part of the Modesto Metropolitan Statistical Area.The CDP's name del río is Spanish for ""of the river"". This area was probably formed as a collection of homes surrounding the adjacent country club on the banks of the Stanislaus River.",what county is del rio ca in
"<dbpedia:Fort_Jones,_California>","Fort Jones, California","Fort Jones is a city in the Scott Valley area of Siskiyou County, California, United States. The population was 839 at the 2010 census, up from 600 as of the 2000 census.",what county is fort jones ca
"<dbpedia:Santa_Rosa,_California>","Santa Rosa, California","Santa Rosa is a city in and the county seat of Sonoma County, California, United States. Its estimated 2014 population was 174,170. Santa Rosa is the largest city in California's North Coast,   Wine Country and the North Bay; the fifth most populous city in the San Francisco Bay Area after San Jose, San Francisco, Oakland, and Fremont; and the 28th most populous city in California.",what county is santa rosa in
"<dbpedia:Petaluma,_California>","Petaluma, California","Petaluma /pɛtəˈluːmə/ is a city in Sonoma County, California, in the United States. Its population was 57,941 according to the 2010 Census.The Rancho Petaluma Adobe, located in Petaluma, is a National Historic Landmark. Its construction started in 1836 by order of General Mariano Guadalupe Vallejo, then Commandant of the San Francisco Presidio. It was the center of a 66,000 acre (270-km²) ranch stretching from Petaluma River to Sonoma Creek.",where is petaluma
"<dbpedia:Healdsburg,_California>","Healdsburg, California","Healdsburg is a city located in Sonoma County, California, in the United States. As of the 2010 United States Census, the city had a population of 11,254. Healdsburg is a small touristic town in northern Sonoma County.","what county is healdsburg, ca in"
"<dbpedia:Windsor,_California>","Windsor, California","Windsor is an incorporated town in Sonoma County, California, United States. It is situated north of Santa Rosa. The population was 26,801 as of the 2010 census.",what county is winder ca in
"<dbpedia:Denair,_California>","Denair, California","Denair is a census-designated place (CDP) in Stanislaus County, California, United States. The population was 4,404 at the 2010 census, up from 3,446 at the 2000 census. It is part of the Modesto Metropolitan Statistical Area.",what county is denair california in
"<dbpedia:Rohnert_Park,_California>","Rohnert Park, California","Rohnert Park is a city in Sonoma County, California, United States, located approximately 50 miles (80 km) north of San Francisco. The population at the 2010 United States Census was 40,971. It is an early planned city, modeled directly after Levittown, New York and Levittown, Pennsylvania.  Rohnert Park is the sister city of Hashimoto in Japan. Sonoma State University, part of the California State University system, is located in the city.",rohnert park is in what county
"<dbpedia:Hickman,_California>","Hickman, California","Hickman is a census-designated place (CDP) in Stanislaus County, California, United States. The population was 641 at the 2010 census, up from 457 at the 2000 census. It is part of the Modesto Metropolitan Statistical Area. Its history dates back to the goldrush era, and was once was a stop on a rail line (the old train stop still stands).",what county is hickman california in
"<dbpedia:East_Oakdale,_California>","East Oakdale, California","East Oakdale is a census-designated place (CDP) in Stanislaus County, California,  United States.  It is part of the Modesto Metropolitan Statistical Area. The population was 2,762 at the 2010 census.",where is east oakdale california
"<dbpedia:Grayson,_California>","Grayson, California","Grayson is a census-designated place (CDP) in Stanislaus County, California, United States. The population was 952 at the 2010 census, down from 1,077 at the 2000 census. It is part of the Modesto Metropolitan Statistical Area.",what county is grayson ca in?
"<dbpedia:Empire,_California>","Empire, California","Empire is a census-designated place (CDP) in Stanislaus County, California, United States.  The population was 4,189 at the 2010 census, up from 3,903 at the 2000 census. It is part of the Modesto Metropolitan Statistical Area. Influenced by the Mexican culture, Empire is agriculturally active, and is home to the new Empire Community Park.",what county is empire ca
"<dbpedia:Ceres,_California>","Ceres, California","Ceres is a city in Stanislaus County, California. The population was 45,417 at the 2010 U.S. Census, up from 34,609 at the 2000 U.S. Census. It is part of the Modesto Metropolitan Statistical Area.Ceres is located in the San Joaquin Valley along State Route 99, south of Modesto and north of Turlock in Stanislaus County.  Ceres is named after the Roman goddess of agriculture.The newspaper in Ceres is called The Ceres Courier. It has been in publication since 1910.",where is ceres ca
"<dbpedia:Temelec,_California>","Temelec, California","Temelec is a census-designated place (CDP) in Sonoma County, California, United States. The population was 1,441 at the 2010 census.",what county is melec ca in
"<dbpedia:Keyes,_California>","Keyes, California","Keyes is a census-designated place (CDP) in Stanislaus County, California, United States. The population was 5,601 at the 2010 census, up from 4,575 at the 2000 census. It is part of the Modesto Metropolitan Statistical Area.",what county is keys california
"<dbpedia:Oakdale,_California>","Oakdale, California","Oakdale is a city in Stanislaus County, California, United States. It is part of the Modesto Metropolitan Statistical Area. The city was founded in 1871 when the Stockton and Visalia Railroad met the Copperopolis Railroad. Oakdale goes by the slogan ""Cowboy Capital of the World.""  The population was 20,675 at the 2010 census, up from 15,503 at the 2000 census.","what county is oakdale, ca in?"
