_id,title,text,query
<dbpedia:Aquitaine>,Aquitaine,"Aquitaine (English /ˈækwɨteɪn/; French pronunciation: ​[akitɛn]; Occitan: Aquitània; Basque: Akitania; Spanish: Aquitania), archaic Guyenne/Guienne (Occitan: Guiana), is one of the 27 Regions of France, in the south-western part of Metropolitan France, along the Atlantic Ocean and the Pyrenees mountain range on the border with Spain. It is composed of the five departments of Dordogne, Lot et Garonne, Pyrénées-Atlantiques, Landes and Gironde.",where is aquitaine
<dbpedia:Sacred_geometry>,Sacred geometry,"Sacred geometry is the geometry used in the design and construction of religious structures such as churches, temples, mosques, religious monuments, altars, tabernacles; as well as for sacred spaces such as temenoi, sacred groves, village greens and holy wells, and the creation of religious art. In sacred geometry, symbolic and sacred meanings are ascribed to certain geometric shapes and certain geometric proportions, according to Paul Calter and others:",what is sacred geometry used for
<dbpedia:Human-powered_transport>,Human-powered transport,"Human-powered transport is the transport of person(s) and/or goods using human muscle power. Like animal-powered transport, human-powered transport has existed since time immemorial in the form of walking, running and swimming. Modern technology has allowed machines to enhance human-power.Although motorization has increased speed and load capacity, many forms of human-powered transport remain popular for reasons of lower cost, leisure, physical exercise and environmentalism.",what is human powered transport
<dbpedia:Catiline>,Catiline,"Lucius Sergius Catilina, known in English as Catiline (/ˈkætəlaɪn/; 108–62 BC), was a Roman Senator of the 1st century BC best known for the second Catilinarian conspiracy, an attempt to overthrow the Roman Republic, and in particular the power of the aristocratic Senate. He is also known for several acquittals in court, including one for the charge of adultery with a Vestal Virgin.",who is lucius catilina
<dbpedia:Bookends_(album)>,Bookends (album),"Bookends is the fourth studio album by American music duo Simon & Garfunkel. Produced by Paul Simon, Roy Halee and Art Garfunkel, the album was released on April 3, 1968 in the United States by Columbia Records. The duo had risen to fame two years prior with hit albums such as Sounds of Silence and Parsley, Sage, Rosemary and Thyme, radio singles, and touring colleges. In 1967, Simon was approached by director Mike Nichols to write songs for his next film, The Graduate.",who were the original authors of bookends
<dbpedia:Desert_varnish>,Desert varnish,"Desert varnish or rock varnish is an orange-yellow to black coating found on exposed rock surfaces in arid environments. Desert varnish is usually around one micrometer thick and represents nanometre-scale layering. Rock rust and desert patina are other terms which are also used for the condition, but less often.",what is desert varnish
<dbpedia:Goliath>,Goliath,"Goliath (/ɡəˈlaɪəθ/) (Hebrew: גָּלְיָת, Modern Golyat, Tiberian Golyāṯ; Arabic: جالوت, Ǧālūt (Qur'anic term), جليات Ǧulyāt (Christian term)) or Goliath of Gath (one of five city states of the Philistines) was a giant Philistine warrior defeated by the young David, the future king of Israel, in the Bible's Books of Samuel (1 Samuel 17).The original purpose of the story was to show David's identity as the true king of Israel.",who was goliath of gath
<dbpedia:The_Mikado>,The Mikado,"The Mikado; or, The Town of Titipu is a comic opera in two acts, with music by Arthur Sullivan and libretto by W. S. Gilbert, their ninth of fourteen operatic collaborations. It opened on 14 March 1885, in London, where it ran at the Savoy Theatre for 672 performances, which was the second longest run for any work of musical theatre and one of the longest runs of any theatre piece up to that time.",who wrote the town of tikipu
<dbpedia:Swansea>,Swansea,"Swansea (/ˈswɒnzi/ SWON-zee; Welsh: Abertawe [abɛrˈtauɛ], ""mouth of the Tawe""), officially known as the City and County of Swansea, is a coastal city and county in Wales. It is Wales's second largest city and the UK's twenty-sixth largest city. Swansea lies within the historic county boundaries of Glamorgan. Situated on the sandy South West Wales coast, the county area includes the Gower Peninsula and the Lliw uplands.",what county is swansea in
"<dbpedia:Parsley,_Sage,_Rosemary_and_Thyme>","Parsley, Sage, Rosemary and Thyme","Parsley, Sage, Rosemary and Thyme is the third studio album by American music duo Simon & Garfunkel. Produced by Bob Johnston, the album was released on October 10, 1966 in the United States by Columbia Records. Following the success of their debut single ""The Sound of Silence"", Simon & Garfunkel regrouped after a time apart while Columbia issued their second album, a rushed collection titled Sounds of Silence.",when did simon and garfunkel release sounds of silence
<dbpedia:Surveillance_aircraft>,Surveillance aircraft,"A surveillance aircraft is an aircraft used for surveillance—collecting information over time. They are operated by military forces and other government agencies in roles such as intelligence gathering, battlefield surveillance, airspace surveillance, observation (e.g. artillery spotting), border patrol and fishery protection.",what is surveillance
<dbpedia:Fixed-wing_aircraft>,Fixed-wing aircraft,"A fixed-wing aircraft is an aircraft, such as an aeroplane, which is capable of flight using wings that generate lift caused by the vehicle's forward airspeed and the shape of the wings.",what is a fixed-wing aircraft
<dbpedia:Demosthenes>,Demosthenes,Demosthenes (/dɪˈmɒs.θəniːz/; Greek: Δημοσθένης Dēmosthénēs [dɛːmostʰénɛːs]; 384–322 BC) was a prominent Greek statesman and orator of ancient Athens. His orations constitute a significant expression of contemporary Athenian intellectual prowess and provide an insight into the politics and culture of ancient Greece during the 4th century BC. Demosthenes learned rhetoric by studying the speeches of previous great orators.,who is demosthenes
<dbpedia:The_Graduate_(soundtrack)>,The Graduate (soundtrack),"The Graduate is an album of songs from the soundtrack of Mike Nichols' movie The Graduate, featuring many songs from the folk-rock duo Simon & Garfunkel as well as several instrumental pieces by Dave Grusin. Released on January 21, 1968, the album was produced by Teo Macero.Although the album features two versions of the acclaimed ""Mrs. Robinson"", neither is the full version as featured on Bookends.",what year was the graduate released
<dbpedia:History_of_Wales>,History of Wales,"The history of Wales begins with the arrival of human beings in the region thousands of years ago. Neanderthals lived in what is now Wales, or Cymru in Welsh, at least 230,000 years ago. Homo sapiens had arrived by about 31,000 BC. However, continuous habitation by modern humans dates from the period after the end of the last ice age around 9000 BC, and Wales has many remains from the Mesolithic, Neolithic, and Bronze Age.",how old is wales
<dbpedia:Cambyses_II>,Cambyses II,"Cambyses II (Persian: کمبوجيه دوم‎‎; Old Persian: 𐎣𐎲𐎢𐎪𐎡𐎹, Kɑmboujie; Aramaic כנבוזי, Kanbūzī; Greek Καμβύσης, Kambúsēs; Latin Cambyses; Medieval Hebrew כמבישה, Kambisha) (d. 522 BC) son of Cyrus the Great (r. 559–530 BC), was King of Kings of Persia. Cambyses' grandfather was Cambyses I, king of Anshan.",was kambyses ii in persia
<dbpedia:Iolanthe>,Iolanthe,"Iolanthe; or, The Peer and the Peri (/aɪ.oʊˈlænθiː/) is a comic opera with music by Arthur Sullivan and libretto by W. S. Gilbert.  It is one of the Savoy operas and is the seventh collaboration of the fourteen between Gilbert and Sullivan.Iolanthe was first produced in London at the Savoy Theatre, on 25 November 1882, three days after Patience closed, and ran for 398 performances.  It was the first of Gilbert and Sullivan's operas to premiere at the Savoy Theatre.",what is iolanthe
<dbpedia:Battle_of_Tours>,Battle of Tours,"The Battle of Tours (October 732), also called the Battle of Poitiers and in Arabic: معركة بلاط الشهداء‎ (ma'arakat Balâṭ ash-Shuhadâ – Battle of the Palace of Martyrs) was fought in an area between the cities of Poitiers and Tours, in north-central France, near the village of Moussais-la-Bataille, about 20 kilometres (12 mi) northeast of Poitiers. The location of the battle was close to the border between the Frankish realm and then-independent Aquitaine.",where is the battle of tour
<dbpedia:AIML>,AIML,"AIML, or Artificial Intelligence Markup Language, is an XML dialect for creating natural language software agents.",what is aiml
