_id,title,text,query
<dbpedia:Earth>,Earth,"Earth (also the world, in Greek: Gaia, or in Latin: Terra), is the third planet from the Sun, the densest planet in the Solar System, the largest of the Solar System's four terrestrial planets, and the only astronomical object known to accommodate life. The earliest life on Earth arose at least 3.5 billion years ago. Earth's biodiversity has expanded continually except when interrupted by mass extinctions.",what is the earth?
<dbpedia:Economy_of_Egypt>,Economy of Egypt,"The economy of Egypt was a highly centralized planned economy focused on import substitution under President Gamal Abdel Nasser. In the 1990s, a series of International Monetary Fund arrangements, coupled with massive external debt relief resulting from Egypt's participation in the Gulf War coalition, helped Egypt improve its macroeconomic performance.",what is the economic model of egypt
<dbpedia:Democratic_Progressive_Party>,Democratic Progressive Party,"The Democratic Progressive Party (DPP; simplified Chinese: 民主进步党; traditional Chinese: 民主進步黨) is a progressive and liberal political party in Taiwan, and the dominant party in the Pan-Green Coalition.Founded in 1986, DPP is the first meaningful opposition party in Taiwan. It has traditionally been associated with strong advocacy of human rights and a distinct Taiwanese identity, including promotion of de jure Taiwan independence. The current leader is Tsai Ing-wen.",what is dpp
<dbpedia:Economy_of_Eritrea>,Economy of Eritrea,"The Economy of Eritrea has experienced considerable growth in recent years, indicated by an improvement in Gross domestic product (GDP) in October 2012 of 7.5 percent over 2011. However, worker remittances from abroad are estimated to account for 32 percent of gross domestic product. Eritrea has an extensive amount of resources such as copper, gold, granite, marble, and potash. The Eritrean economy has undergone extreme changes due to the War of Independence.",what is the economy in eritrea
<dbpedia:Engineering_statistics>,Engineering statistics,"Engineering statistics combines engineering and statistics: Design of Experiments (DOE) is a methodology for formulating scientific and engineering problems using statistical models. The protocol specifies a randomization procedure for the experiment and specifies the primary data-analysis, particularly in hypothesis testing. In a secondary analysis, the statistical analyst further examines the data to suggest other questions and to help plan future experiments.",what is an engineering doe
<dbpedia:The_Downward_Spiral>,The Downward Spiral,"The Downward Spiral is the second studio album by American industrial rock band Nine Inch Nails, released March 8, 1994, on Interscope Records. It is a concept album detailing the destruction of a man, from the beginning of his ""downward spiral"" to his attempt at suicide.",when was the downward spiral released
<dbpedia:Electromagnetism>,Electromagnetism,"Electromagnetism is a branch of physics which involves the study of the electromagnetic force, a type of physical interaction that occurs between electrically charged particles. The electromagnetic force usually shows electromagnetic fields, such as electric fields, magnetic fields, and light. The electromagnetic force is one of the four fundamental interactions in nature.",define electromagnetic forces
<dbpedia:European_Union>,European Union,"The European Union (EU) is a politico-economic union of 28 member states that are located primarily in Europe. The EU operates through a system of supranational institutions and intergovernmental-negotiated decisions by the member states. The institutions are: the European Commission, the Council of the European Union, the European Council, the Court of Justice of the European Union, the European Central Bank, the European Court of Auditors, and the European Parliament.",what is the eu
<dbpedia:Ericsson>,Ericsson,Ericsson (Telefonaktiebolaget L. M. Ericsson) is a Swedish multinational provider of communication technology and services.,what is ericsson?
<dbpedia:European_Strategic_Program_on_Research_in_Information_Technology>,European Strategic Program on Research in Information Technology,European Strategic Program on Research in Information Technology (ESPRIT) was a series of integrated programmes of information technology research and development projects and industrial technology transfer measures. It was a European Union initiative managed by the Directorate General for Industry (DG III) of the European Commission. Five ESPRIT programmes (ESPRIT 0 to ESPRIT 4) ran consecutively from 1983 to 1998.,define esprit
<dbpedia:Equatorial_Guinea>,Equatorial Guinea,"Equatorial Guinea (Spanish: Guinea Ecuatorial, French: Guinée équatoriale, Portuguese: Guiné Equatorial), officially the Republic of Equatorial Guinea (Spanish: República de Guinea Ecuatorial, French: République de Guinée équatoriale, Portuguese: República da Guiné Equatorial), is a country located in Central Africa, with an area of 28,000 square kilometres (11,000 sq mi).",what is guinea in spain?
<dbpedia:Electricity>,Electricity,"Electricity is the set of physical phenomena associated with the presence and flow of electric charge. Electricity gives a wide variety of well-known effects, such as lightning, static electricity, electromagnetic induction and electric current. In addition, electricity permits the creation and reception of electromagnetic radiation such as radio waves.In electricity, charges produce electromagnetic fields which act on other charges.",what kind of electromagnetic charges are in electricity
<dbpedia:Economy_of_El_Salvador>,Economy of El Salvador,"Compared to other developing countries, El Salvador has experienced relatively low rates of GDP growth. Rates have not risen above the low single digits in nearly two decades – part of broader environment of macroeconomic instability which the integration of the US dollar has done little to improve. One problem that the Salvadoran economy faces is the inequality in the distribution of income.",what is the economics of salvador
<dbpedia:Egyptian_Armed_Forces>,Egyptian Armed Forces,"The Egyptian Armed Forces (EAAF) (Arabic: القوات المسلحة المصرية‎; Arabic pronunciation: [el qouwat el mosalaha el masriya]) are the military forces of Egypt and are the largest in Africa and the Middle East, and also one of the largest in the world. They consist of the Army, Navy, Air Force and Air Defense Command.The Supreme Commander of the Armed Forces is the President of the Republic as provided for in the Egyptian constitution.",what are egyptian forces known for
<dbpedia:Ericaceae>,Ericaceae,"The Ericaceae are a family of flowering plants, commonly known as the heath or heather family, found most commonly in acid and infertile growing conditions. The family is large, with roughly 4000 species spread across 126 genera, making it the 14th-most-speciose family of flowering plants.",what is heath plant
<dbpedia:Extraterrestrial_life>,Extraterrestrial life,"Extraterrestrial life is life that does not originate from Earth. It is also called alien life, or, if it is a sentient and/or relatively complex individual, an ""extraterrestrial"" or ""alien"" (or, to avoid confusion with the legal sense of ""alien"", a ""space alien""). These as-yet-hypothetical life forms range from simple bacteria-like organisms to beings with civilizations far more advanced than humanity.",what is extraterrestrial life
<dbpedia:European_route_E4>,European route E4,"European route E 4 passes from north to south through Sweden from the border with Finland, with a total length of 1,590 kilometres (990 mi). The Finnish part lies entirely within Tornio in northern Finland, and is actually only 800 metres (0.50 mi) long.",how long is the european route
<dbpedia:Endometrium>,Endometrium,The endometrium is the inner mucous membrane of the mammalian uterus.,what is the endometrium a part of
<dbpedia:Economy_of_Estonia>,Economy of Estonia,"Estonia is a member of the European Union and of the eurozone and, according to the IMF, an advanced economy.",what does estonia do?
<dbpedia:Encyclopædia_Britannica>,Encyclopædia Britannica,"The Encyclopædia Britannica (Latin for ""British Encyclopaedia""), published by Encyclopædia Britannica, Inc., is a general knowledge English-language encyclopaedia. It is written by about 100 full-time editors and more than 4,000 contributors, who have included 110 Nobel Prize winners and five American presidents.",who made encyclopdia britannica
<dbpedia:Electron>,Electron,"The electron  is a subatomic particle, symbol e− or β−, with a negative elementary electric charge. Electrons belong to the first generation of the lepton particle family, and are generally thought to be elementary particles because they have no known components or substructure.  The electron has a mass that is approximately 1/1836 that of the proton.",what is an electron
<dbpedia:European_Coal_and_Steel_Community>,European Coal and Steel Community,"The European Coal and Steel Community (ECSC) was an international organisation serving to unify European countries after World War II. It was formally established by the Treaty of Paris (1951), which was signed by  Belgium, France, West Germany, Italy, the Netherlands and Luxembourg.",who founded the european steel and coal community
<dbpedia:Enya>,Enya,"Enya (born Eithne Ní Bhraonáin; Irish pronunciation: [ˈɛnʲə nʲiː ˈvˠɾˠiːn̪ˠaːnʲ], anglicised as Enya Brennan; 17 May 1961) is an Irish singer, instrumentalist, and songwriter.Enya began her musical career in 1980, when she briefly joined her family band Clannad before leaving to perform solo. She gained wider recognition for her music in the 1986 BBC series The Celts.",what is enya
<dbpedia:Etruscan_language>,Etruscan language,"The Etruscan language (/ɨˈtrʌskən/) was the spoken and written language of the Etruscan civilization, in Italy, in the ancient region of Etruria (modern Tuscany plus western Umbria and northern Latium) and in parts of Lombardy, Veneto, and Emilia-Romagna (where the Etruscans were displaced by Gauls). Etruscan influenced Latin, but was eventually completely superseded by it.",how did etruscan civilization differ from latin
<dbpedia:European_Free_Trade_Association>,European Free Trade Association,The European Free Trade Association (EFTA) is a common market consisting of four European countries that operates in parallel with – and is linked to – the European Union (EU). The EFTA was established on 3 May 1960 as a trade bloc-alternative for European states who were either unable or unwilling to join the then-European Economic Community (EEC) which has now become the EU.,what is efta
<dbpedia:Elvis_Presley>,Elvis Presley,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor. Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as ""the King of Rock and Roll"", or simply, ""the King"".Presley was born in Tupelo, Mississippi as a twinless twin, and when he was 13 years old, he and his family relocated to Memphis, Tennessee. His music career began there in 1954, when he recorded a song with producer Sam Phillips at Sun Records.",when did elvis presley die
<dbpedia:Edvard_Grieg>,Edvard Grieg,"Edvard Hagerup Grieg (Norwegian: [ˈɛdʋɑɖ ˈhɑːɡərʉp ˈɡrɪɡ]; 15 June 1843 – 4 September 1907) was a Norwegian composer and pianist. He is widely considered one of the leading Romantic era composers, and his music is part of the standard classical repertoire worldwide.",when was edvard grieg born
