_id,title,text,query
"<dbpedia:Lake_Junaluska,_North_Carolina>","Lake Junaluska, North Carolina","Lake Junaluska is a census-designated place (CDP) in Haywood County, North Carolina, USA. It is part of the Asheville Metropolitan Statistical Area. The population was 2,675 at the 2000 census and 2,734 at the 2010 census.",where is lake junaluska nc
"<dbpedia:Etowah,_North_Carolina>","Etowah, North Carolina","Etowah is a census-designated place (CDP) in Henderson County, North Carolina, United States. The population was 2,766 at the 2000 census. It is part of the Asheville Metropolitan Statistical Area.",where is etowah nc
"<dbpedia:West_Canton,_North_Carolina>","West Canton, North Carolina","West Canton is a census-designated place (CDP) in Haywood County, North Carolina, United States. The population was 1,156 at the 2000 census. It is part of the Asheville Metropolitan Statistical Area.",what county is west canton nc
"<dbpedia:Fletcher,_North_Carolina>","Fletcher, North Carolina","Fletcher is a town in Henderson County, North Carolina, United States. The population was 7,187 at the 2010 census. Fletcher is home to Asheville Regional Airport, which serves Western North Carolina. It is part of the Asheville Metropolitan Statistical Area.",where is flotcher nc
"<dbpedia:Mountain_Home,_North_Carolina>","Mountain Home, North Carolina","Mountain Home is a census-designated place (CDP) in Henderson County, North Carolina, United States. The population was 2,169 at the 2000 census. It is part of the Asheville Metropolitan Statistical Area.",where is mountain home nc
"<dbpedia:Laurel_Park,_North_Carolina>","Laurel Park, North Carolina","Laurel Park is a town in Henderson County, North Carolina, United States. The population was 2,180 at the 2010 census. It is part of the Asheville Metropolitan Statistical Area.","what county is laurel park, nc in"
"<dbpedia:East_Flat_Rock,_North_Carolina>","East Flat Rock, North Carolina","East Flat Rock is a census-designated place (CDP) in Henderson County, North Carolina, United States. The population was 4,151 at the 2000 census. It is part of the Asheville Metropolitan Statistical Area.",where is flat rock north carolina
"<dbpedia:Valley_Hill,_North_Carolina>","Valley Hill, North Carolina","Valley Hill is a census-designated place (CDP) in Henderson County, North Carolina, United States. The population was 2,137 at the 2000 census. It is part of the Asheville Metropolitan Statistical Area.",what county is valley hill nc in
"<dbpedia:Balfour,_North_Carolina>","Balfour, North Carolina","Balfour is a census-designated place (CDP) in Henderson County, North Carolina, United States. The population was 1,200 at the 2000 census. It is part of the Asheville Metropolitan Statistical Area.",what county is balfour nc in
"<dbpedia:Hendersonville,_North_Carolina>","Hendersonville, North Carolina","Hendersonville is a city in Henderson County, North Carolina United States. This city is 22 miles south of Asheville. It is the county seat of Henderson County. Like the county, the city is named for 19th-century North Carolina Supreme Court Chief Justice Leonard Henderson.The population at the 2010 census was 13,137 and 13,288 at the 2012 census.The mayor of Hendersonville is Barbara Volk.",what county is hendersonville north carolina in
"<dbpedia:Barker_Heights,_North_Carolina>","Barker Heights, North Carolina","Barker Heights is a census-designated place (CDP) in Henderson County, North Carolina, United States. The population was 1,237 at the 2000 census. It is part of the Asheville Metropolitan Statistical Area.",where is barker heights
<dbpedia:Operant_conditioning>,Operant conditioning,"Operant conditioning (also, “instrumental conditioning”)  is a learning process in which behavior is sensitive to, or controlled by its consequences. For example, a child may learn to open a box to get the candy inside, or learn to avoid touching a hot stove.  In contrast, classical conditioning causes a stimulus to signal a positive or negative consequence; the resulting behavior does not produce the consequence.",what is operational conditioning
"<dbpedia:Waynesville,_North_Carolina>","Waynesville, North Carolina","Waynesville is a town in and the county seat of Haywood County, North Carolina, United States. It is the largest town in Haywood County and the largest in Western North Carolina west of Asheville. Waynesville is located about 30 miles (48 km) southwest of Asheville between the Great Smoky and Blue Ridge mountains.In the 2000 census, the town had a total population of 9,232 with an estimate (by the town government) of 10,000 as of early 2007 and 9,869 at the 2010 census and 9,789 in 2012.",where is waynesville nc
"<dbpedia:Flat_Rock,_Henderson_County,_North_Carolina>","Flat Rock, Henderson County, North Carolina","Flat Rock is a village in Henderson County, North Carolina, United States. The population was 3,114 at the 2010 census. It is part of the Asheville Metropolitan Statistical Area.",what county is flat rock nc
"<dbpedia:Como,_North_Carolina>","Como, North Carolina","Como is a town in Hertford County, North Carolina, United States. The population was 91 at the 2010 census.",what county is como nc
<dbpedia:Samson_and_Delilah_(opera)>,Samson and Delilah (opera),"Samson and Delilah (French: Samson et Dalila), Op. 47, is a grand opera in three acts and four scenes by Camille Saint-Saëns to a French libretto by Ferdinand Lemaire. It was first performed in Weimar at the Grossherzogliches (Grand Ducal) Theater (now the Staatskapelle Weimar) on 2 December 1877 in a German translation.The opera is based on the Biblical tale of Samson and Delilah found in Chapter 16 of the Book of Judges in the Old Testament.",why was samson and dellah written?
"<dbpedia:Cofield,_North_Carolina>","Cofield, North Carolina","Cofield is a village in Hertford County, North Carolina, United States. The population was 413 at the 2010 census.",what county is cofield nc in
"<dbpedia:Ahoskie,_North_Carolina>","Ahoskie, North Carolina","Ahoskie /əˈhɑːski/ is a town in Hertford County, North Carolina. The population was 5,039 at the 2010 census.  Ahoskie is located in North Carolina's Inner Banks region. Its nickname is ""The Only One"" because no other town in the world is known by the same name. The origin of the word Ahoskie, which was originally spelled ""Ahotsky,"" came from the Wyanoke Indians who entered the Hertford County area at the beginning of European settlement.",what county is ahoskie north carolina in
<dbpedia:Morphou>,Morphou,"Morphou (Greek: Μόρφου; Turkish: Omorfo or Güzelyurt) is a town in the northwestern part of Cyprus, under the de facto control of Northern Cyprus. It is the administrative center of the Güzelyurt District of Northern Cyprus. Having been a predominantly Greek Cypriot community before the 1974 Turkish invasion of Cyprus, the town is now inhabited by Turkish Cypriots.",what region is cyprus in
<dbpedia:Kubb>,Kubb,"Kubb (pronounced [kɵb] in Swedish or [kub] in Gutnish) is a lawn game where the object is to knock over wooden blocks, known as 'kubbs', by throwing wooden batons at them. Kubb can perhaps be described as a combination of bowling and horseshoes.Play takes place on a small rectangular pitch. 'Kubbs' are placed at both ends of the pitch, and the 'king', a larger wooden block, is placed in the middle of the pitch.",what is a kubb
"<dbpedia:Pine_Level,_Johnston_County,_North_Carolina>","Pine Level, Johnston County, North Carolina","Pine Level  Charted 1872 is a town in Johnston County, North Carolina, United States. The population was 1,700 at the 2010 Census. [1] Pine Level is located 35 miles east of Raleigh, the state capital.",where is pine level nc located
"<dbpedia:Harrellsville,_North_Carolina>","Harrellsville, North Carolina","Harrellsville is a town in Hertford County, North Carolina, United States. The population was 106 at the 2010 census.",what county is harrellsville nc
"<dbpedia:Bowmore,_North_Carolina>","Bowmore, North Carolina","Bowmore is a census-designated place (CDP) in Hoke County, North Carolina, United States. The population was 145 at the 2000 census.","what county is bowmore, nc"
"<dbpedia:Winton,_North_Carolina>","Winton, North Carolina","Winton is a town in Hertford County, North Carolina, United States. The population was 769 at the 2010 census. It is the county seat of Hertford County.",what county is winton nc in?
"<dbpedia:Cullowhee,_North_Carolina>","Cullowhee, North Carolina","Cullowhee /ˈkʌlʌhwiː/  is a census-designated place (CDP) in Jackson County, North Carolina, United States. Cullowhee is best known for being the home of Western Carolina University (WCU). The population was 9,428 as of the 2010 census. The area known as Cullowhee has Western Carolina University, part of the UNC System, and the village/town of Forest Hills within its area. The Jackson County Recreation Department and the Jackson County Airport are also located in the Cullowhee area.",what county is cullowhee nc in
"<dbpedia:Rockfish,_North_Carolina>","Rockfish, North Carolina","Rockfish is a census-designated place (CDP) in Hoke County, North Carolina, United States. The population was 2,353 at the 2000 census.",where is rockfish nc
"<dbpedia:Dundarrach,_North_Carolina>","Dundarrach, North Carolina","Dundarrach is a census-designated place (CDP) in Hoke County, North Carolina, United States. The population was 62 at the 2000 census.",where is dundarrach nc
"<dbpedia:Mooresville,_North_Carolina>","Mooresville, North Carolina","Mooresville is a  town in southern Iredell County, North Carolina, USA. It is in the Metrolina metro area, and is on Lake Norman. The population was 32,711 at the 2010 United States Census.","what county is mooresville, nc"
"<dbpedia:Raeford,_North_Carolina>","Raeford, North Carolina","Raeford is a city in Hoke County, North Carolina, United States. The population was 4,626 at the 2010 census. It is the county seat of Hoke County. The county was named after Confederate General Robert F. Hoke, a Tar Heel native.",where is raeford nc
"<dbpedia:West_Smithfield,_North_Carolina>","West Smithfield, North Carolina","West Smithfield in an unincorporated community in Johnston County, North Carolina, United States. The population was 59 as of the 2000 census, at which time it was erroneously listed as a census-designated place.",what county is smithfield nc
"<dbpedia:Four_Oaks,_North_Carolina>","Four Oaks, North Carolina","Four Oaks is a town in Johnston County, North Carolina, United States.  The population was 1,921 at the 2010 census. Four Oaks is the home of the Acorn Festival.",where is four oaks nc
"<dbpedia:Webster,_North_Carolina>","Webster, North Carolina","Webster is a town in Jackson County, North Carolina, United States. As of the 2010 census, the population was 363.Webster was the first county seat of Jackson county, until Sylva took over in 1913.",what county is webster nc in
"<dbpedia:Forest_Hills,_North_Carolina>","Forest Hills, North Carolina","Forest Hills is a village in Jackson County, North Carolina, United States. The population was 365 at the 2010 census.  Formerly a neighborhood within nearby unincorporated Cullowhee, it became incorporated in 1997.",where is forest hills nc
"<dbpedia:Silver_City,_North_Carolina>","Silver City, North Carolina","Silver City is a census-designated place (CDP) in Hoke County, North Carolina in the United States. The population was 1,146 at the 2000 census.",where is silver city nc
"<dbpedia:Wilson's_Mills,_North_Carolina>","Wilson's Mills, North Carolina","Wilson's Mills is a town in Johnston County, North Carolina, United States. In 2010, the population was 2,277.",what county is wilson's mills nc in
"<dbpedia:Clayton,_North_Carolina>","Clayton, North Carolina","Clayton is a town in Johnston County, North Carolina, and considered a satellite town of Raleigh. As of 2010, Clayton's population was 16,116 people. Much of that growth can be attributed to the town's close proximity to the Research Triangle area and access to major highways such as I-40, U.S. 70, and NC 42.In 2006, construction began on the Highway 70 Clayton Bypass, a 10.5-mile stretch from Interstate 40 along the southern portion of Clayton to Highway 70 business in Smithfield.",what county is clayton nc in
"<dbpedia:Selma,_North_Carolina>","Selma, North Carolina","Selma is a town in Johnston County, North Carolina, United States. In 2010, the population was 6,073. Selma is part of the Raleigh-Durham-Cary Combined Statistical Area, and the Raleigh-Cary Metropolitan Statistical Area.  The area has a population over 1.7 million residents, though the town of Selma is able to maintain its rural character.",selma nc what county
"<dbpedia:Troutman,_North_Carolina>","Troutman, North Carolina","Troutman is a town in Iredell County, North Carolina, United States. The population was 2,383 at the 2010 census.",population of troutman nc
"<dbpedia:Murfreesboro,_North_Carolina>","Murfreesboro, North Carolina","Murfreesboro is a town in Hertford County, North Carolina, United States. The population was 2,835 at the 2010 census. Murfreesboro is located in North Carolina's Inner Banks region.",what county is murfreesboro nc
"<dbpedia:Smithfield,_North_Carolina>","Smithfield, North Carolina","Smithfield is a town in Johnston County, North Carolina, United States. In 2010, the estimated population was 12,965. It is the county seat of Johnston County. The city is home to the Ava Gardner Museum and is situated along the Neuse River, where visitors enjoy the annual Smithfield Ham & Yam Festival, walks along the Buffalo Creek Greenway and the historic downtown district.",what county is smithfield nc
"<dbpedia:Cashiers,_North_Carolina>","Cashiers, North Carolina","Cashiers is a census-designated place and unincorporated village located in southern Jackson County, North Carolina. As of the 2010 census, the community had a total population of 157. Cashiers is pronounced locally as if it were spelled ""cashers"", and is one of several communities in the area popular with tourists and owners of vacation homes.The town is served by U.S. 64 to Highlands (west) and Rosman (east), and N.C. 107 to Sylva (north) and Walhalla (south, via S.C. 107).",what county is cashiers nc
"<dbpedia:Pollocksville,_North_Carolina>","Pollocksville, North Carolina","Pollocksville is a town in Jones County, North Carolina, United States. The population was 311 at the 2010 census. It is part of the New Bern, North Carolina Micropolitan Statistical Area.",what county is pollocksville nc in
"<dbpedia:Ashley_Heights,_North_Carolina>","Ashley Heights, North Carolina","Ashley Heights is a census-designated place (CDP) in Hoke County, North Carolina, United States. The population was 341 at the 2000 census.",what county is ashley heights in?
"<dbpedia:Statesville,_North_Carolina>","Statesville, North Carolina","Statesville is a small city located in Iredell County, North Carolina, United States and was named an All-America City in 1997 and 2009. The population was 24,633 at the 2010 census. It is the county seat of Iredell County and is located at the intersection of I-40 and I-77.",what county is statesville nc
