_id,title,text,query
<dbpedia:Baker_v._Vermont>,Baker v. Vermont,"Baker v. Vermont, 744 A.2d 864 (Vt. 1999), was a lawsuit decided by Vermont Supreme Court on December 20, 1999.  It was one of the first judicial affirmations of the right of same-sex couples to treatment equivalent to that afforded different-sex couples. The unanimous decision held that the state's prohibition on same-sex marriage denied rights granted by the Vermont Constitution.",what was the name of the case in baker vs vermont
"<dbpedia:United_States_presidential_election,_1832>","United States presidential election, 1832","The United States presidential election of 1832 was the 12th quadrennial presidential election, held from Friday, November 2, to Wednesday, December 5, 1832. It saw incumbent President Andrew Jackson, candidate of the Democratic Party, easily win re-election against Henry Clay of Kentucky, candidate of the National Republican Party, and Anti-Masonic Party candidate William Wirt. Jackson won 219 of the 286 electoral votes cast.",what was a president's election
<dbpedia:Vsevolod_I_of_Kiev>,Vsevolod I of Kiev,"Vsevolod I redirects here. It can also refer to Vsevolod I Svyatoslavich (c. 1153–1196).Vsevolod I Yaroslavich (Ukrainian and Russian: Всеволод I Ярославич, Old Norse: Vissivald), (1030 – 13 April 1093) ruled as Grand Prince of Kiev from 1078 until his death.",who is vsevolod i?
"<dbpedia:United_States_presidential_election,_1824>","United States presidential election, 1824","The United States presidential election of 1824 was the 10th quadrennial presidential election, held from Tuesday, October 26, to Thursday, December 2, 1824. John Quincy Adams was elected President on February 9, 1825. The election was decided by the House of Representatives under the provisions of the Twelfth Amendment to the United States Constitution after no candidate secured a majority of the electoral vote.",what year was john quincy adams elected president
"<dbpedia:United_States_presidential_election,_1828>","United States presidential election, 1828","The United States presidential election of 1828 was the 11th quadrennial presidential election, held from Friday, October 31, to Tuesday, December 2, 1828. It featured a re-match between incumbent President John Quincy Adams, and Andrew Jackson, the runner-up in the election of  1824. With no other major candidates, Jackson and his chief ally Martin Van Buren consolidated their bases in the South and New York and easily defeated Adams.",where was the 1828 election held
<dbpedia:Daniel_Burnham>,Daniel Burnham,"Daniel Hudson Burnham, FAIA (September 4, 1846 – June 1, 1912) was an American architect and urban designer.  He was the Director of Works for the World's Columbian Exposition in Chicago.Burnham took a leading role in the creation of master plans for the development of a number of cities, including Chicago, Manila and downtown Washington, D.C.",who was daniel burnham
<dbpedia:John_Hancock_Center>,John Hancock Center,"The John Hancock Center is a 100-story, 1,127-foot (344 m) tall skyscraper at 875 North Michigan Avenue, Chicago, Illinois, United States. It was constructed under the supervision of Skidmore, Owings and Merrill, with chief designer Bruce Graham and structural engineer Fazlur Khan. When the building topped out on May 6, 1968, it was the tallest building in the world outside New York City.",how big is john hancock
"<dbpedia:United_States_presidential_election,_1836>","United States presidential election, 1836","The United States presidential election of 1836 was the 13th quadrennial presidential election, held from Thursday, November 3, to Wednesday, December 7, 1836. As the third consecutive election victory for the Democratic Party, it ushered incumbent Vice-President Martin Van Buren into the White House with 170 electoral votes to 124 electoral votes for William Henry Harrison and other Whigs.",what were the elections in the year 1836
"<dbpedia:Carter_Harrison,_Jr.>","Carter Harrison, Jr.","Carter Henry Harrison, Jr. (April 23, 1860 – December 25, 1953) was an American politician who served as Mayor of Chicago, Illinois (1897–1905 and 1911–1915). The City's 30th mayor, he was the first actually born in Chicago.",who was karter harrison
<dbpedia:Cnut_the_Great>,Cnut the Great,"Cnut the Great (Old Norse: Knútr inn ríki; c. 985 or 995 – 12 November 1035), more commonly known as Canute, was a king of Denmark, England, Norway and parts of Sweden, together often referred to as the Anglo-Scandinavian or North Sea Empire. After his death, the deaths of his heirs within a decade, and the Norman conquest of England in 1066, his legacy was largely lost to history.",who is cnut
<dbpedia:Howard_Florey>,Howard Florey,"Howard Walter Florey, Baron Florey OM FRS FRCP (24 September 1898 – 21 February 1968) was an Australian pharmacologist and pathologist who shared the Nobel Prize in Physiology or Medicine in 1945 with Sir Ernst Boris Chain and Sir Alexander Fleming for his role in the development of penicillin.Although Fleming received most of the credit for the discovery of penicillin, it was Florey who carried out the first ever clinical trials in 1941 of penicillin at the Radcliffe Infirmary in Oxford on the first patient, a Postmaster from Wolvercote near Oxford.",who was the first person to invent penicillin
"<dbpedia:London,_Ontario>","London, Ontario","London is a Canadian city located in Southwestern Ontario along the Quebec City–Windsor Corridor. The city has a population of 366,151 according to the 2011 Canadian census. London is at the confluence of the non-navigable Thames River, approximately halfway between Toronto, Ontario and Detroit, Michigan.","what county is london, ontario in"
<dbpedia:William_B._Ogden>,William B. Ogden,"William Butler Ogden (June 15, 1805 – August 3, 1877) was the first Mayor of Chicago.",who was the first mayor in chicago
<dbpedia:Richard_M._Daley>,Richard M. Daley,"Richard Michael Daley (born April 24, 1942) is an American politician and former Mayor of Chicago, Illinois. Daley was elected mayor in 1989 and was re-elected five times until declining to run for a seventh term. At 22 years, he was the longest serving Chicago mayor, surpassing the tenure of his father, Richard J. Daley.",was richard daley elected mayor
<dbpedia:Greater_London_Authority>,Greater London Authority,"The Greater London Authority (GLA) is a top-tier administrative body for Greater London, England. It consists of a directly elected executive Mayor of London, currently Boris Johnson, and an elected 25-member London Assembly with scrutiny powers.",who is the mayor of london
<dbpedia:William_Hale_Thompson>,William Hale Thompson,"William Hale Thompson (May 14, 1869 – March 19, 1944) was Mayor of Chicago from 1915 to 1923 and again from 1927 to 1931.  Known as ""Big Bill"", Thompson was the last Republican to serve as Mayor of Chicago (as of 2015). He ranks among the most unethical mayors in American history.",who was mayor of chicago
<dbpedia:Anton_Cermak>,Anton Cermak,"Anton ""Tony"" Joseph Cermak (Czech: Antonín Josef Čermák, pronounced [ˈantɔɲiːn ˈjɔzɛf ˈtʃɛrmaːk]; May 9, 1873 – March 6, 1933) was an American politician of Czech origin who served as the mayor of Chicago, Illinois from 1931 until his assassination in 1933.",who is anton cermak
<dbpedia:Molde>,Molde,"Molde (Norwegian pronunciation: [ˈmɔlˈdɛ]  (13px listen)) is a city and municipality in Romsdal in Møre og Romsdal county, Norway. The municipality is located on the Romsdal Peninsula, surrounding the Fannefjord and Moldefjord.  The city is located on the northern shore of the Romsdalsfjord.The city of Molde is the administrative center of Møre og Romsdal county, the administrative center of Municipality of Molde, the commercial hub of the Romsdal region, and the seat of the Diocese of Møre.",where is molde
<dbpedia:Christus_Dominus>,Christus Dominus,"Christus Dominus is the Second Vatican Council's Decree on the Pastoral Office of Bishops.  It was approved by a vote of 2,319 to 2 of the assembled bishops and was promulgated by Pope Paul VI on 28 October 1965.  The title in Latin means ""Christ the Lord,"" and is from the first line of the decree, as is customary for Roman Catholic documents.  (The full text in English is available from the Holy See's website.)",is the christus dominus christus christius
<dbpedia:Hubble_Space_Telescope>,Hubble Space Telescope,"The Hubble Space Telescope (HST) is a space telescope that was launched into low Earth orbit in 1990, and remains in operation.  With a 2.4-meter (7.9 ft) mirror, Hubble's four main instruments observe in the near ultraviolet, visible, and near infrared spectra. The telescope is named after the astronomer Edwin Hubble.Hubble's orbit outside the distortion of Earth's atmosphere allows it to take extremely high-resolution images with negligible background light.",what is hst telescope
<dbpedia:Campaign_finance_reform_in_the_United_States>,Campaign finance reform in the United States,"Campaign finance reform is the political effort in the United States to change the involvement of money in politics, primarily in political campaigns.Although attempts to regulate campaign finance by legislation date back to 1867, the first successful attempts nationally to regulate and enforce campaign finance originated in the 1970s. The Federal Election Campaign Act (FECA) of 1972 required candidates to disclose sources of campaign contributions and campaign expenditures.",what is campaign finance reform
<dbpedia:Salzburg>,Salzburg,"Salzburg (German pronunciation: [ˈzalt͡sbʊɐ̯k]; Bavarian: Såizburg; literally: ""Salt Fortress"") is the fourth-largest city in Austria and the capital of the federal state of Salzburg.Salzburg's ""Old Town"" (Altstadt) is internationally renowned for its baroque architecture and is one of the best-preserved city centers north of the Alps. It was listed as a UNESCO World Heritage Site in 1997. The city has three universities and a large population of students.",where is salzburg located
"<dbpedia:United_States_presidential_election,_1944>","United States presidential election, 1944","The United States presidential election of 1944 was the 40th quadrennial presidential election, held on Tuesday, November 7, 1944. Incumbent President Franklin D. Roosevelt, the Democratic nominee, sought his fourth term in office; he defeated Republican Thomas E. Dewey in the general election.The election was set against the backdrop of World War II, which was going well for the United States and its Allies. Roosevelt had already served longer than any other president, but remained popular.",when was fdr elected for the fourth term
"<dbpedia:London,_Texas>","London, Texas","You may be looking for New London in Rusk County.London is an unincorporated community in Kimble County, Texas, United States. According to the Handbook of Texas, the community had an estimated population of 180 in 2000.",what county is london tx in
"<dbpedia:United_States_presidential_election,_1932>","United States presidential election, 1932","The United States presidential election of 1932 was the 37th quadrennial presidential election, held on Tuesday, November 8, 1932. The election took place against the backdrop of the Great Depression that had ruined the promises of incumbent President and Republican candidate Herbert Hoover to bring about a new era of prosperity. The Democratic nomination went to the well-known governor of the most populous state, New York's Franklin D.",what year was the us presidential election
"<dbpedia:United_States_presidential_election,_1908>","United States presidential election, 1908","The United States presidential election of 1908 was the 31st quadrennial presidential election, held on Tuesday, November 3, 1908. Popular incumbent President Theodore Roosevelt, honoring a promise not to seek a third term, persuaded the Republican Party to nominate William Howard Taft, his close friend and Secretary of War, to become his successor.",when was the first election in us i
"<dbpedia:United_States_presidential_election,_1840>","United States presidential election, 1840","The United States presidential election of 1840 was the 14th quadrennial presidential election, held from Friday, October 30, to Wednesday, December 2, 1840. It saw President Martin Van Buren fight for re-election during a time of great economic depression against a Whig Party unified for the first time behind a single candidate:  war hero William Henry Harrison.",what is the year of presidential election
"<dbpedia:United_States_presidential_election,_1856>","United States presidential election, 1856","The United States presidential election of 1856 was the 18th quadrennial presidential election, held on Tuesday, November 4, 1856. Incumbent president Franklin Pierce was defeated in his effort to be re-nominated by the Democratic Party.",what date were the presidential elections?
"<dbpedia:United_States_presidential_election,_1924>","United States presidential election, 1924","The United States presidential election of 1924 was the 35th quadrennial presidential election, held on Tuesday, November 4, 1924. Incumbent President Calvin Coolidge, the Republican candidate, was elected to a full term.Coolidge had been vice-president under Warren G. Harding and became president in 1923 when Harding died during his term in office. Coolidge was given credit for a booming economy at home and no visible crises abroad.",what was the constitution that the us governed
"<dbpedia:United_States_presidential_election,_1844>","United States presidential election, 1844","The United States presidential election of 1844 was the 15th quadrennial presidential election, held from Friday, November 1, to Wednesday, December 4, 1844. Democrat James K.",when was us presidential election?
"<dbpedia:United_States_presidential_election,_1864>","United States presidential election, 1864","The United States presidential election of 1864 was the 20th quadrennial presidential election, held on Tuesday, November 8, 1864. Incumbent president, Republican Abraham Lincoln, was running for re-election against Democratic candidate George B. McClellan, who ran as the ""peace candidate"" without personally believing in his party's platform.Lincoln was re-elected president by a landslide in the Electoral College.",what year did us presidential elections occur
<dbpedia:Dorididae>,Dorididae,"Sea lemon is a loosely applied common name for a group of medium-sized to large shell-less colorful sea slugs or nudibranchs, specifically dorid nudibranchs in the taxonomic family Dorididae and other closely related families. These are marine gastropod mollusks.",what is a sea lemon
<dbpedia:Harold_Washington>,Harold Washington,"Harold Lee Washington  (April 15, 1922  – November 25, 1987) was an American lawyer, politician who was elected as the 51st Mayor of Chicago in February of 1983. He was the first African-American to serve as Mayor of Chicago, in office from April 29, 1983 until his death on November 25, 1987. Washington was also a member of the U.S.",who is mayor washington
