_id,title,text,query
"<dbpedia:Ogdensburg,_New_Jersey>","Ogdensburg, New Jersey","Ogdensburg is a borough in Sussex County, New Jersey, United States. As of the 2010 United States Census, the borough's population was 2,410 reflecting a decline of 228 (-8.6%) from the 2,638 counted in the 2000 Census, which had in turn declined by 84 (–3.1%) from the 2,722 counted in the 1990 Census.The borough was formed based on an Act of the New Jersey Legislature on February 26, 1914, from part of Sparta Township, subject to the results of a referendum held on March 31, 1914.",what county is ogdensburg nj in
"<dbpedia:Hopatcong,_New_Jersey>","Hopatcong, New Jersey","Hopatcong is a borough in Sussex County, New Jersey, United States. As of the 2010 United States Census, the borough's population was 15,147, reflecting a decline of 741 (-4.7%) from the 15,888 counted in the 2000 Census, which had in turn increased by 302 (+1.9%) from the 15,586 counted in the 1990 Census.",hopatcong nj is in what county
"<dbpedia:Sparta_Township,_New_Jersey>","Sparta Township, New Jersey","Sparta Township is a township in Sussex County, New Jersey, United States.",where is sparta new jersey
"<dbpedia:Sussex,_New_Jersey>","Sussex, New Jersey","Sussex is a borough in Sussex County, New Jersey, United States. As of the 2010 United States Census, the borough's population was 2,130, reflecting a decline of 15 (-0.7%) from the 2,145 counted in the 2000 Census, which had in turn declined by 56 (-2.5%) from the 2,201 counted in the 1990 Census.Sussex was incorporated as a borough by an act of the New Jersey Legislature on October 14, 1891, as Deckertown, from portions of Wantage.",what county is sussex nj
"<dbpedia:Vernon_Township,_New_Jersey>","Vernon Township, New Jersey","Vernon Township is a township in Sussex County, New Jersey, United States.  It is located about one hour's drive from New York City and is part of the New York Metropolitan Area. As of the 2010 United States Census, the township's population was 23,943, reflecting a decline of 743 (-3.0%) from the 24,686 counted in the 2000 Census, which had in turn increased by 3,475 (+16.4%) from the 21,211 counted in the 1990 Census.",what county is vernon nj in
"<dbpedia:Stanhope,_New_Jersey>","Stanhope, New Jersey","Stanhope is a borough in Sussex County, New Jersey, United States. As of the 2010 United States Census, the borough's population was 3,610, reflecting an increase of 26 (+0.7%) from the 3,584 counted in the 2000 Census, which had in turn increased by 191 (+5.6%) from the 3,393 counted in the 1990 Census.Stanhope was formed by an act of the New Jersey Legislature on March 24, 1904, from portions of Byram Township.",where is stanhope
"<dbpedia:Berkeley_Heights,_New_Jersey>","Berkeley Heights, New Jersey","Berkeley Heights is a township in Union County, New Jersey, United States.","what county is beverley heights, nj in"
"<dbpedia:Clark,_New_Jersey>","Clark, New Jersey","Clark is a township in southern Union County, New Jersey, United States. As of the 2010 United States Census, the township's population was 14,756 reflecting an increase of 159 (+1.1%) from the 14,597 counted in the 2000 Census, which had in turn declined by 32 (-0.2%) from the 14,629 counted in the 1990 Census.",where is clark nj located
"<dbpedia:Wantage_Township,_New_Jersey>","Wantage Township, New Jersey","Wantage Township is a township in Sussex County, New Jersey, United States. As of the 2010 United States Census, the township's population was 11,358, reflecting an increase of 971 (+9.3%) from the 10,387 counted in the 2000 Census, which had in turn increased by 900 (+9.5%) from the 9,487 counted in the 1990 Census.Wantage Township was formed as a precinct on May 30, 1754, from portions of Newton Township.",what county is wantage township
"<dbpedia:Walpack_Township,_New_Jersey>","Walpack Township, New Jersey","Walpack Township is a township in Sussex County, New Jersey, United States. As of the 2010 United States Census, the township had a population of 16, reflecting a decline of 25 (-61.0%) from the 41 counted in the 2000 Census, which had in turn declined by 26 (-38.8%) from the 67 counted in the 1990 Census.",where is walpack nj
"<dbpedia:Fanwood,_New_Jersey>","Fanwood, New Jersey","Fanwood is a borough in Union County, New Jersey, United States.","what county is fanwood, nj"
"<dbpedia:Garwood,_New_Jersey>","Garwood, New Jersey","Garwood is a borough in Union County, New Jersey, United States. As of the 2010 United States Census, the borough's population was 4,226, reflecting an increase of 73 (+1.8%) from the 4,153 counted in the 2000 Census, which had in turn declined by 74 (-1.8%) from the 4,227 counted in the 1990 Census.","where is garwood, nj"
<dbpedia:Nancy_Mitford>,Nancy Mitford,"Nancy Freeman-Mitford CBE (28 November 1904 – 30 June 1973), known as Nancy Mitford,  was an English novelist, biographer and journalist.  One of the renowned Mitford sisters and one of the ""Bright Young People"" on the London social scene in the inter-war years, she is best remembered for her novels about upper-class life in England and France and for her sharp and often provocative wit.",when was nancy mitford born
"<dbpedia:Sandyston_Township,_New_Jersey>","Sandyston Township, New Jersey","Sandyston Township is a small rural township in Sussex County, New Jersey, United States, located in the northwestern part of the state near the Pennsylvania border. The township is surrounded by and part of many national and state parks. As of the 2010 United States Census, the township's population was 1,998, reflecting an increase of 173 (+9.5%) from the 1,825 counted in the 2000 Census, which had in turn increased by 93 (+5.4%) from the 1,732 counted in the 1990 Census.",what county is sandyston nj in?
"<dbpedia:Kenilworth,_New_Jersey>","Kenilworth, New Jersey","Kenilworth is a borough in Union County, New Jersey, United States.",what county is kenilworth nj
<dbpedia:Jessica_Mitford>,Jessica Mitford,"Jessica Lucy Freeman-Mitford (11 September 1917 – 22 July 1996) was an English author, journalist, civil rights activist and political campaigner, who was one of the Mitford sisters. She became an American citizen in 1944.",who is jessica mitford
"<dbpedia:Hillside,_New_Jersey>","Hillside, New Jersey","Hillside is a township in Union County, New Jersey, United States. As of the 2010 United States Census, the township's population was 21,404, reflecting a decline of 343 (-1.6%) from the 21,747 counted in the 2000 Census, which had in turn increased by 703 (+3.3%) from the 21,044 counted in the 1990 Census.Hillside was incorporated as a township on April 3, 1913, from portions of Union Township, based on the results of a referendum held on April 29, 1913.",what county is hillside nj
