_id,title,text,query
<dbpedia:Freescale_68HC11>,Freescale 68HC11,"The 68HC11 (6811 or HC11 for short) is an 8-bit microcontroller (µC) family introduced by Motorola in 1985.  Now produced by Freescale Semiconductor, it descended from the Motorola 6800 microprocessor. It is a CISC microcontroller. The 68HC11 devices are more powerful and more expensive than the 68HC08 microcontrollers, and are used in barcode readers, hotel card key writers, amateur robotics, and various other embedded systems. The MC68HC11A8 was the first MCU to include CMOS EEPROM.",what is hc11
<dbpedia:Mike_Muuss>,Mike Muuss,"Michael John Muuss (October 16, 1958 - November 20, 2000) was the author of the freeware network tool ping.A graduate of Johns Hopkins University, Muuss was a senior scientist specializing in geometric solid modeling, ray-tracing, MIMD architectures and digital computer networks at the United States Army Research Laboratory at Aberdeen Proving Ground, Maryland when he died.",who invented ping
"<dbpedia:Marquette,_Michigan>","Marquette, Michigan","Marquette is a city in the U.S. state of Michigan and the county seat of Marquette County. The population was 21,355 at the 2010 census, making it the most populated city of the Upper Peninsula.  Marquette is a major port on Lake Superior, primarily for shipping iron ore, and is the home of Northern Michigan University. In 2012, Marquette was listed among the 10 best places to retire in the U.S. by CBS Money Watch.",where is marquette michigan
<dbpedia:Mumia_Abu-Jamal>,Mumia Abu-Jamal,"Mumia Abu-Jamal (born Wesley Cook April 24, 1954) is an American activist and journalist who was convicted and sentenced to death in 1982 for the 1981 murder of Philadelphia police officer Daniel Faulkner.Abu-Jamal became involved in black nationalism in his youth and was a member of the Black Panther Party until October 1970, after which he became a radio journalist, eventually becoming president of the Philadelphia Association of Black Journalists.",when was mumia abu jamal
<dbpedia:Machete>,Machete,"A machete (/məˈʃɛti/; Spanish pronunciation: [maˈtʃete]) is a large cleaver-like knife, similar to a kukri. The blade is typically 32.5 to 45 centimetres (12.8 to 17.7 in) long and usually under 3 millimetres (0.12 in) thick. In the Spanish language, the word is a diminutive form of the word macho, which means male or strong and was used to refer to sledgehammers. In the English language, an equivalent term is matchet, though it is less commonly known.",what is machete?
<dbpedia:Malachi>,Malachi,"Malachi, Malachias, Malache or Mal'achi (/ˈmæləkaɪ/; Hebrew: מַלְאָכִי, Modern Mal'akhi, Tiberian Malʼāḵî ; ""Messenger"", see malakh) was a Jewish prophet in the Hebrew Bible. Malachi was the writer of the Book of Malachi, the last book of the Neviim (prophets) section in the Jewish Tanakh. In the Christian Old Testament, the Prophetic Books are placed last, making Book of Malachi the last protocanonical book before the Deuterocanonical books or The New Testament.",who was the writer of malachi
<dbpedia:Mississippi_John_Hurt>,Mississippi John Hurt,"John Smith Hurt, better known as Mississippi John Hurt (July 3, 1893 or March 8, 1892 — November 2, 1966) was an American country blues singer and guitarist.Raised in Avalon, Mississippi, Hurt taught himself how to play the guitar around age nine. Singing to a melodious finger-picked accompaniment, he began to play local dances and parties while working as a sharecropper. He first recorded for Okeh Records in 1928, but these recordings were commercial failures.",who was john hurt
<dbpedia:Meir_Kahane>,Meir Kahane,"Meir David Kahane (Hebrew: הרב מאיר דוד כהנא‎) (/kəˈhɑːnə/; August 1, 1932 – November 5, 1990) was an American-Israeli rabbi, ultra-Zionist political figure, teacher and writer, whose work became either the direct or indirect foundation of most modern Jewish militant and far right-wing political groups.",who is meir kahane
<dbpedia:Minicomputer>,Minicomputer,"A minicomputer, or colloquially mini, is a class of smaller computers that developed in the mid-1960s and sold for much less than mainframe and mid-size computers from IBM and its direct competitors.",what is a mini computer
<dbpedia:Minnesota_Vikings>,Minnesota Vikings,"The Minnesota Vikings are a professional American football team based in Minneapolis, Minnesota. The Vikings joined the National Football League (NFL) as an expansion team in 1960, and first took the field for the 1961 season. They are in the North Division of the National Football Conference (NFC); before that, the Vikings were in the NFC Central, and before that they were in the NFL's Western Conference Central Division.",what division is the vikings in
