_id,title,text,query
<dbpedia:List_of_roads_and_highways>,List of roads and highways,List of articles related to roads and highways around the world.,what roads do they have
<dbpedia:Jaroslav_Seifert>,Jaroslav Seifert,"Jaroslav Seifert (Czech pronunciation: [ˈjaroslaf ˈsajfr̩t]; 23 September 1901 – 10 January 1986) was a Nobel Prize–winning Czechoslovak writer, poet and journalist.Born in Žižkov, a suburb of Prague in what was then part of Austria-Hungary, his first collection of poems was published in 1921.",when did jaroslav seifert die
<dbpedia:Thomas_Middleton>,Thomas Middleton,"Thomas Middleton (1580 – July 1627) was an English Jacobean playwright and poet. Middleton stands with John Fletcher and Ben Jonson among the most successful and prolific playwrights who wrote their best plays during the Jacobean period. He was one of the few Renaissance dramatists to achieve equal success in comedy and tragedy. Also a prolific writer of masques and pageants, he remains one of the most notable and distinctive of Jacobean dramatists.",who is thomas middleton
<dbpedia:Revolutionary_Organization_17_November>,Revolutionary Organization 17 November,"Revolutionary Organization 17 November (Greek: Επαναστατική Οργάνωση 17 Νοέμβρη, Epanastatiki Organosi dekaefta Noemvri), (also known as 17N) was a urban guerrilla organization (characterized as a terrorist group by the Greek state, United States, and the United Kingdom) formed in 1975 and believed to have been disbanded in 2002 after the arrest and trial of a number of its members. The group assassinated 23 people in 103 attacks on U.S., British, Turkish and Greek targets.",when was revolutionary organization 17 november formed
"<dbpedia:Ashburton,_Devon>","Ashburton, Devon","Ashburton is a small town on the south-southeastern edge of Dartmoor in Devon, adjacent to the A38.It was formerly important as a stannary town (a centre for the administration of tin-mining), and remains the largest town within the National Park, with a population of around 3,800, increasing to 4,170 in 2011.  Ashburton has five pubs within the centre of town, and two restaurants. The town is also part of the electoral ward named Ashburton and Buckfastleigh.",what is ashburton
<dbpedia:Discrete_element_method>,Discrete element method,"A discrete element method (DEM), also called a distinct element method is any of a family of numerical methods for computing the motion and effect of a large number of small particles. Though DEM is very closely related to molecular dynamics, the method is generally distinguished by its inclusion of rotational degrees-of-freedom as well as stateful contact and often complicated geometries (including polyhedra).",what does discrete element method mean
<dbpedia:Childhood's_End>,Childhood's End,"Childhood's End is a 1953 science fiction novel by the British author Arthur C. Clarke. The story follows the peaceful alien invasion of Earth by the mysterious Overlords, whose arrival begins decades of apparent utopia under indirect alien rule, at the cost of human identity and culture.Clarke's idea for the book began with his short story ""Guardian Angel"" (1946), which he expanded into a novel in 1952, incorporating it as the first part of the book, ""Earth and the Overlords"".",when was childhood's end written
<dbpedia:Mount_Eccles_National_Park>,Mount Eccles National Park,"The Mount Eccles National Park, also the Budj Bim National Park, is a national park located in the Western District of Victoria, Australia. The 5,470-hectare (13,500-acre) national park is situated approximately 270 kilometres (170 mi) west of Melbourne and approximately 15 kilometres (9.3 mi) southwest of Macarthur.",where is mount eccles located in victoria
<dbpedia:Doge_of_Venice>,Doge of Venice,"The Doge of Venice (/ˈdoʊdʒ/; Venetian: Doxe de Venexia [ˈdɔːze de veˈnɛzja]; Italian: Doge di Venezia [ˈdɔːdʒe di veˈnɛttsja]; all derived from Latin dūx, ""military leader""), sometimes translated as Duke (cf. Italian Duca), was the chief magistrate and leader of the Most Serene Republic of Venice for over a thousand years. Doges of Venice were elected for life by the city-state's aristocracy. Commonly the man selected as Doge was the shrewdest elder in the city.",who is the venice doge
<dbpedia:Helen_of_Troy>,Helen of Troy,"In Greek mythology, Helen of Troy (Greek Ἑλένη Helénē, pronounced [helénɛː]), also known as Helen of Sparta, was the daughter of Zeus and Leda, and was a sister of Castor, Pollux, and Clytemnestra. In Greek myths, she was considered the most beautiful woman in the world. By marriage she was Queen of Laconia, a province within Homeric Greece, the wife of King Menelaus. Her abduction by Paris, Prince of Troy, brought about the Trojan War.",who was helen of troy
<dbpedia:Bacon>,Bacon,"Bacon is a meat product prepared from a pig and usually cured. It is first cured using large quantities of salt, either in a brine or in a dry packing; the result is fresh bacon (also known as green bacon). Fresh bacon may then be further dried for weeks or months in cold air, or it may be boiled or smoked. Fresh and dried bacon is typically cooked before eating, often by frying.",what is bacon
<dbpedia:James_I_of_Aragon>,James I of Aragon,"James I the Conqueror (Catalan: Jaume el Conqueridor, Occitan: Jacme lo Conquistaire, Aragonese: Chaime lo Conqueridor, Spanish: Jaime el Conquistador; 2 February 1208 – 27 July 1276) was King of Aragon, Count of Barcelona, and Lord of Montpellier from 1213 to 1276; King of Majorca from 1231 to 1276; and Valencia from 1238 to 1276.",who was the conqueror of aragon
<dbpedia:Captain_Beefheart>,Captain Beefheart,"Don Van Vliet (/væn ˈvliːt/, born Don Glen Vliet; January 15, 1941 – December 17, 2010) was an American musician, singer-songwriter and artist best known by the stage name Captain Beefheart. His musical work was conducted with a rotating ensemble of musicians called the Magic Band (1965–1982), with whom he recorded 13 studio albums.Noted for his powerful singing voice with its wide range, Van Vliet also played the harmonica, saxophone and numerous other wind instruments.",what is the stage name of chef beefheart
<dbpedia:Heuristic>,Heuristic,"A heuristic technique (/hjʉˈrɪstɨk/; Ancient Greek: εὑρίσκω, ""find"" or ""discover""), often called simply a heuristic, is any approach to problem solving, learning, or discovery that employs a practical method not guaranteed to be optimal or perfect, but sufficient for the immediate goals. Where finding an optimal solution is impossible or impractical, heuristic methods can be used to speed up the process of finding a satisfactory solution.",what is a heuristic?
<dbpedia:Dionysus>,Dionysus,"Dionysus (/daɪ.əˈnaɪsəs/; Greek: Διόνυσος, Dionysos) is the god of the grape harvest, winemaking and wine, of ritual madness, fertility, theatre and religious ecstasy in Greek mythology. Alcohol, especially wine, played an important role in Greek culture with Dionysus being an important reason for this life style. His name, thought to be a theonym in Linear B tablets as di-wo-nu-so (KH Gq 5 inscription), shows that he may have been worshipped as early as c.",who is dionysus
<dbpedia:Lists_of_cemeteries>,Lists of cemeteries,"These lists of cemeteries compile notable cemeteries, mausoleums, and other places people are buried worldwide. Reasons for notability include their design, their history, and their interments.",most graves in the world list
<dbpedia:Christian_right>,Christian right,Christian right or religious right is a term used - mainly in the United States of America - to label right-wing Christian political factions that are characterized by their strong support of socially conservative policies.,what is the christian right
<dbpedia:Mikhail_Lavrentyev>,Mikhail Lavrentyev,"Mikhail Alekseevich Lavrentyev or Lavrentiev (Russian: Михаи́л Алексе́евич Лавре́нтьев) (November 19, 1900 – October 15, 1980) was a Soviet mathematician and hydrodynamicist.",what was mikhail lavrentyev?
<dbpedia:Jacques-Bénigne_Bossuet>,Jacques-Bénigne Bossuet,"Jacques-Bénigne Bossuet (French: [bɔsɥɛ]; 27 September 1627 – 12 April 1704) was a French bishop and theologian, renowned for his sermons and other addresses. He has been considered by many to be one of the most brilliant orators of all time and a masterly French stylist.Court preacher to Louis XIV of France, Bossuet was a strong advocate of political absolutism and the divine right of kings. He argued that government was divine and that kings received their power from God.",what was Jacques-Bénin Bossuet famous for
<dbpedia:Sonny_Carter>,Sonny Carter,"Manley Lanier ""Sonny"" Carter, Jr. (August 15, 1947 – April 5, 1991) was an American physician, professional soccer player, United States Navy officer, and NASA astronaut who flew on STS-33.",who is sonny carter
<dbpedia:Show_cat>,Show cat,"A show cat (also known as a purebred cat or pedigreed cat) is one that has been judged to be close to the physical ideal for its breed standard at a cat show. Not all pedigreed cats are show cats, many are just pets but the ones with the best conformation and personality are often shown in associations such as the CFA and TICA in the US, the GCCF in the UK or the FiFe in the rest of Europe. Uncommonly, a prize-winning pedigreed show cat can be worth thousands of dollars but most are loved pets.",what is a show cat
