_id,title,text,query
"<dbpedia:Fellsmere,_Florida>","Fellsmere, Florida","Fellsmere is a city in Indian River County, Florida, United States. The population was 3,813 at the 2000 census. As of 2013, the population recorded by the U.S. Census Bureau is 5,338.[1] It is home of the Fellsmere Frog Leg Festival and The National Elephant Center.Fellsmere is part of the Sebastian–Vero Beach Metropolitan Statistical Area.",what county is fellsmere fl
"<dbpedia:Ponce_de_Leon,_Florida>","Ponce de Leon, Florida","Ponce de Leon is a town in Holmes County, Florida, United States.  The population was 457 at the 2000 census. As of 2004, the population recorded by the U.S. Census Bureau is 462 [1].According to Ponce de Leon town Census 2010 results, the population of the area was approximately 598 people. From 2000 to 2010, the Ponce de Leon town population growth percentage was 30.9% (or from 457 people to 598 people).",what county is ponce de leon florida in
"<dbpedia:West_Vero_Corridor,_Florida>","West Vero Corridor, Florida","West Vero Corridor is a census-designated place (CDP) in Indian River County, Florida, United States.  The population was 7,695 at the 2000 census. It is part of the Sebastian–Vero Beach Metropolitan Statistical Area.",what county is the vero corridor in
"<dbpedia:South_Beach,_Florida>","South Beach, Florida","South Beach is a census-designated place (CDP) on Orchid Island in Indian River County, Florida, United States.  The population was 3,457 at the 2000 census.  It is ranked tenth in Florida locations by per capita income.South Beach is part of the Sebastian–Vero Beach Metropolitan Statistical Area.",what county is south beach florida
"<dbpedia:Wabasso,_Florida>","Wabasso, Florida","Wabasso is a census-designated place (CDP) in Indian River County, Florida, United States.  The population was 918 at the 2000 census. It is located on the intersections of CR 605, U.S. 1, and SR 510.Wabasso is part of the Sebastian–Vero Beach Metropolitan Statistical Area.",where is wabasso florida
"<dbpedia:Winter_Beach,_Florida>","Winter Beach, Florida","Winter Beach is a census-designated place (CDP) in Indian River County, Florida, United States.  The population was 965 at the 2000 census. It is part of the Sebastian–Vero Beach Metropolitan Statistical Area.",what county is winter beach fl in
"<dbpedia:Wabasso_Beach,_Florida>","Wabasso Beach, Florida","Wabasso Beach is a census-designated place (CDP) in Indian River County, Florida, United States. The population was 1,853 at the 2010 census, an increase of 72.4% since 2000. It is part of the Sebastian–Vero Beach Metropolitan Statistical Area.","what county is wabasso beach, fl"
"<dbpedia:Bascom,_Florida>","Bascom, Florida","Bascom is a town in Jackson County, Florida, United States, located five miles south of the Alabama border. The population was 106 at the 2000 census.The town is named for the famous circuit riding preacher Henry Bidleman Bascom, who became a Congressional chaplain and served as president of Madison College and of Transylvania College before being ordained a Methodist bishop.Bascom is also the hometown of actress Faye Dunaway.",what county is bascom
"<dbpedia:Campbellton,_Florida>","Campbellton, Florida","Campbellton is a town in Jackson County, Florida, United States.  The population was 212 at the 2000 census.",what county is campbellton florida in
"<dbpedia:Vero_Beach,_Florida>","Vero Beach, Florida","Vero Beach is a city in Indian River County, Florida, in the United States.  According to the U.S. Census Bureau's 2010 data, the city had a population of 15,220. It is the county seat of Indian River County.","what county is vero beach, fl"
