_id,title,text,query
<dbpedia:Clinical_death>,Clinical death,"Clinical death is the medical term for cessation of blood circulation and breathing, the two necessary criteria to sustain human and many other organisms' lives. It occurs when the heart stops beating in a regular rhythm, a condition called cardiac arrest. The term is also sometimes used in resuscitation research.Stopped blood circulation has historically proven irreversible in most cases.",what is a medical term for stop breathing and a cessation of blood circulation
<dbpedia:Seven_Days_(TV_series)>,Seven Days (TV series),Seven Days (also written as 7 Days) is a science fiction television series based on the premise of time travel. It was produced by UPN from 1998 to 2001.The television channel Spike syndicated all of the episodes from 2003 to 2005.,what is seven days
<dbpedia:Acmeist_poetry>,Acmeist poetry,"Acmeism, or the Guild of Poets, was a transient poetic school, which emerged in 1910 in Russia under the leadership of Nikolay Gumilev and Sergei Gorodetsky. Their ideals were compactness of form and clarity of expression. The term was coined after the Greek word akme, i.e., ""the best age of man"".The acmeist mood was first announced by Mikhail Kuzmin in his 1910 essay ""Concerning Beautiful Clarity"".",what is acmeist
<dbpedia:The_Stardroppers>,The Stardroppers,"The Stardroppers is a science fiction novel by John Brunner. It was originally published at novella-length in 1962 as Listen, the Stars, in Analog and then as part of an Ace Double in 1963; in 1972 the revised, novel-length form was published by DAW Books.",what kind of book is stardroppers
<dbpedia:Transparency_International>,Transparency International,"Transparency International (TI) is a non-governmental organization that monitors and publicizes corporate and political corruption in international development. Originally founded in Germany in May 1993 as a not-for-profit organization, Transparency International is now an international non-governmental organization.  It publishes an annual Global Corruption Barometer and Corruption Perceptions Index, a comparative listing of corruption worldwide.",what is transparency international
<dbpedia:Marie-José_Pérec>,Marie-José Pérec,Marie-José Pérec (born 9 May 1968) is a French retired track and field sprinter who specialised in the 200 and 400 meters and was a three-time Olympic gold medalist.,who is marie jose perec
<dbpedia:Island_of_stability>,Island of stability,"In nuclear physics, the island of stability is the prediction that a set of heavy isotopes with a near magic number of protons and neutrons will temporarily reverse the trend of decreasing stability in elements heavier than Uranium. Although predictions of the exact location differ somewhat, Klaus Blaum expects the island of stability to occur in the region near the isotope 300Ubn.",what is the island of stability in nuclear physics
<dbpedia:Home_Army>,Home Army,"The Home Army (Polish: Armia Krajowa; Polish pronunciation: [ˈarmʲa kraˈjɔva], abbreviated AK) was the dominant Polish resistance movement in World War II German-occupied Poland. It was formed in February 1942 from the Związek Walki Zbrojnej (Armed Resistance). Over the next two years, it absorbed most other Polish underground forces.",what was the home army called in the poland
<dbpedia:Italian_Riviera>,Italian Riviera,"The Italian Riviera, or Ligurian Riviera (Italian Riviera ligure) is the narrow coastal strip which lies between the Ligurian Sea and the mountain chain formed by the Maritime Alps and the Apennines. Longitudinally it extends from the border with France and the French Riviera (or Côte d'Azur) near Ventimiglia (a former customs post) to Capo Corvo (also known as Punta Bianca) which marks the eastern end of the Gulf of La Spezia and is close to the border with Tuscany.",what is the italian riviera
<dbpedia:Taiwan_Relations_Act>,Taiwan Relations Act,"The Taiwan Relations Act (TRA; Pub.L. 96–8, 93 Stat. 14, enacted April 10, 1979; H.R. 2479) is an act of the United States Congress.  Since the recognition of the People's Republic of China, the Act has defined the non-diplomatic relations between the United States and the governing authorities on Taiwan.",what year was the taiwan relations act passed
