_id,title,text,query
<dbpedia:Kerykes>,Kerykes,"The Kerykes (Ancient Greek: Κήρυκες, pl. of Κῆρυξ, Keryx) of Bronze Age Pylos 1200 BC, home to the aged Homeric hero Nestor and the Neleides, are listed in the Linear B tablets as 𐀏𐀬𐀐 ka-ru-ke serving the 𐀨𐀷𐀒𐀪 ra-wa-ko-ri, the commander of armed forces. In Athens, this office became ceremonial, functioning from the Leokoreion, a building site at the Dipylon Gate.",who is kerykes
<dbpedia:Beatrix_of_the_Netherlands>,Beatrix of the Netherlands,"Princess Beatrix of the Netherlands (Beatrix Wilhelmina Armgard, Dutch pronunciation: [ˈbeːjaˌtrɪks ˌʋɪlɦɛlˈmina ˈɑrmɣɑrt]; 31 January 1938) reigned as Queen of the Netherlands from 1980 until her abdication in 2013. Princess Beatrix is the eldest daughter of Queen Juliana and her husband, Prince Bernhard of Lippe-Biesterfeld. Upon her mother's accession in 1948, she became heir presumptive.",who is the princess beatrix of the netherlands
<dbpedia:Michael_Nyman>,Michael Nyman,"Michael Laurence Nyman, CBE (born 23 March 1944) is an English composer of minimalist music, pianist, librettist and musicologist, known for numerous film scores (many written during his lengthy collaboration with the filmmaker Peter Greenaway), and his multi-platinum soundtrack album to Jane Campion's The Piano.",what is michael nyman?
<dbpedia:Teleology>,Teleology,"Teleology is a reason or explanation for something in function of its end, purpose or goal. For example, a teleological explanation of why forks have prongs is that this design helps humans eat certain foods; stabbing food to help humans eat is what forks are for. It is derived from two Greek words: telos (end, goal, purpose) and logos (reason, explanation).A purpose that is imposed by a human use, such as that of a fork, is called extrinsic.",what is teleology in the bible
<dbpedia:Harmonia_(mythology)>,Harmonia (mythology),"Harmonia (/hɑrˈmoʊniə/; Ancient Greek: Ἁρμονία), in ancient Greek religion, is the  immortal goddess of harmony and concord.  Her Roman counterpart is Concordia, and her Greek opposite is Eris, whose Roman counterpart is Discordia.",what is the name of the greek goddess of harmony?
<dbpedia:Rimini>,Rimini,"Rimini (Italian pronunciation: [ˈriːmini]; Latin: Ariminum) is a city of 146,606 inhabitants in the Emilia-Romagna region of Italy and capital city of the Province of Rimini. It is located on the Adriatic Sea, on the coast between the rivers Marecchia (the ancient Ariminus) and Ausa (ancient Aprusa). It is one of the most famous seaside resorts in Europe, thanks to its 15-kilometre-long (9 mi) sandy beach, over 1,000 hotels, and thousands of bars, restaurants and discos.",what region is rimini located
<dbpedia:Driving>,Driving,"Driving most often refers to the controlled operation and movement of a motorized vehicle, such as a car, truck, or bus.",define driving driving
<dbpedia:32-bit>,32-bit,"In computer architecture, 32-bit integers, memory addresses, or other data units are those that are at most 32 bits (4 octets) wide.  Also, 32-bit CPU and ALU architectures are those that are based on registers, address buses, or data buses of that size.  32-bit is also a term given to a generation of microcomputers in which 32-bit microprocessors are the norm.A 32-bit register can store 232 different values.",what is 32 bits in computer technology
<dbpedia:Robert_McNamara>,Robert McNamara,"Robert Strange McNamara (June 9, 1916 – July 6, 2009) was an American business executive and the eighth Secretary of Defense, serving from 1961 to 1968 under Presidents John F. Kennedy and Lyndon B. Johnson, during which time he played a large role in escalating the United States involvement in the Vietnam War. Following that, he served as President of the World Bank from 1968 to 1981.",who was robert mcnamara
<dbpedia:Division_by_two>,Division by two,"In mathematics, division by two or halving has also been called mediation or dimidiation.",what is dimidiation in math
<dbpedia:XPCOM>,XPCOM,XPCOM (Cross Platform Component Object Model) is a cross-platform component model from Mozilla. It is similar to Microsoft COM and CORBA. It features multiple language bindings and IDL descriptions; thus programmers can plug their custom functionality into the framework and connect it with other components.,what is xpcom
"<dbpedia:Boleslaus_I,_Duke_of_Bohemia>","Boleslaus I, Duke of Bohemia","Boleslaus I the Cruel, also called Boleslav I (Czech: Boleslav I. Ukrutný) (c. 915 – 15 July, 967 or 972), was the ruler (kníže, ""duke"" or ""prince"") of the Duchy of Bohemia from 935 to his death. He was the son of Vratislaus I and the younger brother of his predecessor, Wenceslaus I.Boleslav is notorious for the murder of his brother Wenceslaus, through which he became Duke of Bohemia. Wenceslaus was murdered during a feast; at precisely that time Boleslav's son was allegedly born.",who is boleslav i
<dbpedia:Moon_landing_conspiracy_theories>,Moon landing conspiracy theories,The Moon landing conspiracy theories claim that some or all elements of the Apollo program and the associated Moon landings were hoaxes staged by NASA with the aid of other organizations. The most notable claim is that the six manned landings (1969–72) were faked and that twelve Apollo astronauts did not actually walk on the Moon. Various groups and individuals have made such conspiracy claims since the mid-1970s.,how many apollo astronauts were on the moon
