_id,title,text,query
<dbpedia:Cetonia_aurata>,Cetonia aurata,"Cetonia aurata, called the rose chafer or the green rose chafer, is a beetle, 20 mm (¾ in) long, that has a metallic structurally coloured green and a distinct V-shaped scutellum. The scutellum is the small V-shaped area between the wing cases; it may show several small, irregular, white lines and marks.",what is a rose chafer
<dbpedia:Cambridge_Z88>,Cambridge Z88,"The Cambridge Computer Z88 is an A4-size, lightweight, portable Z80-based computer with a built-in combined word processing/spreadsheet/database application called PipeDream, along with several other applications and utilities, such as a Z80-version of the BBC BASIC programming language.The Z88 evolved from Sir Clive Sinclair's Pandora portable computer project which had been under development at Sinclair Research during the mid-1980s.",what does a z88 do
<dbpedia:Agere_Systems>,Agere Systems,"Agere Systems Inc. was an integrated circuit components company based in Allentown, Pennsylvania, USA. Spun out of Lucent Technologies in 2002, Agere was merged into LSI Corporation in 2007. LSI was in turn acquired by Avago Technologies in 2014.Agere was incorporated on August 1, 2000 as a subsidiary of Lucent Technologies and then spun off on June 1, 2002.",when did agere systems first open
<dbpedia:Up_Pompeii!>,Up Pompeii!,"Up Pompeii! is a British television comedy series broadcast between 1969 and 1970, starring Frankie Howerd. The first series was written by Talbot Rothwell, a scriptwriter for the Carry On films, and the second series by Rothwell and Sid Colin. Two later specials were transmitted in 1975 and 1991.",who played in up pompidii
<dbpedia:House_of_Orange-Nassau>,House of Orange-Nassau,"The House of Orange-Nassau (in Dutch: Huis van Oranje-Nassau, pronounced [ˈɦœy̯s fɑn oːˈrɑɲə ˈnɑsʌu̯]), a branch of the European House of Nassau, has played a central role in the politics and government of the Netherlands — and at times in Europe — especially since William I of Orange (also known as ""William the Silent"" and ""Father of the Fatherland"") organized the Dutch revolt against Spanish rule, which after the Eighty Years' War led to an independent Dutch state.Several members of the house served during this war and after as governor or stadtholder (Dutch stadhouder) during the Dutch Republic. @en <http://en.wikipedia.org/wiki/House_of_Orange-Nassau?oldid=680440283> .
<http://dbpedia.org/resource/Alfred_Dreyfus> <http://www.w3.org/2000/01/rdf-schema#comment> Alfred Dreyfus (French pronunciation: ​[al.fʁɛd dʁɛ.fys] ; 9 October 1859 – 12 July 1935) was a French artillery officer of Jewish background whose trial and conviction in 1894 on charges of treason became one of the most tense political dramas in modern French history. Known today as the Dreyfus Affair, the incident eventually ended with Dreyfus' complete exoneration.",what was the schema of the house of orange nassau
<dbpedia:Oscar_the_Grouch>,Oscar the Grouch,"Oscar the Grouch is a Muppet character on the television program Sesame Street. He has a green body (during the first season he was orange), has no visible nose, and lives in a trash can. His favorite thing in life is trash, as evidenced by the song ""I Love Trash"". A running theme is his compulsive hoarding of seemingly useless items. ""The Grouch"" aptly describes his misanthropic interaction with the other characters, but also refers to his species.",what is oscar the gruch
<dbpedia:Lokasenna>,Lokasenna,"Lokasenna ""\Loki's flyting,"" ""Loki's wrangling,"" ""Loki's quarrel"") is one of the poems of the Poetic Edda. The poem presents flyting between the gods and Loki.Loki, amongst other things, accuses the gods of moralistic sexual impropriety, the practice of seidr, and bias. Not ostensibly the most serious of allegations, however these elements are said ultimately to lead to the onset of Ragnarok in the Eddic poem Völuspá.",what is loki's wrangling
<dbpedia:Uzbek_language>,Uzbek language,"Uzbek is a Turkic language and the official language of Uzbekistan. It has between 20 and 26 million native speakers and is spoken by the Uzbeks in Uzbekistan and elsewhere in Central Asia. Uzbek belongs to the Eastern Turkic, or Karluk (Qarluq), branch of the Turkic language family. External influences include Persian, Arabic and Russian.",what is uzbek
"<dbpedia:Alexander_Boswell,_Lord_Auchinleck>","Alexander Boswell, Lord Auchinleck","Alexander Boswell, Lord Auchinleck, 8th Laird of Auchinleck (1706–1782) was a judge of the supreme courts of Scotland. He was the father of the author and biographer James Boswell, and grandfather of songwriter Sir Alexander Boswell.  Boswell was son of James Boswell (ca. 1672–1749), 7th Laird of Auchinleck. As a judge he took the courtesy title Lord Auchinleck from the name of his estate at Auchinleck House, of which he was the 8th Laird.",who was alexander boswell
<dbpedia:The_Beach_(novel)>,The Beach (novel),The Beach is a 1996 travel/backpacking novel by English author Alex Garland.,what is the movie the beach about
