_id,title,text,query
<dbpedia:Eskimo_bowline>,Eskimo bowline,"The Eskimo bowline is a knot that places a loop in the end of a rope.  Whereas the standard bowline knot loops the working end around the standing part, the Eskimo bowline loops it around its own descending part. The eskimo bowline is best used in applications in which the loop will be stretched wide.",what is eskimo bowline
<dbpedia:The_Brothers_Johnson>,The Brothers Johnson,"Arthur Arnold (guitarThe Brothers Johnson was an American funk and R&B band consisting of American musicians and brothers George ""\Lightnin' Licks"") and Louis E. Johnson (""Thunder Thumbs""). They achieved their greatest success from the mid-1970s to early '80s, with three singles topping the R&B charts (""I'll Be Good to You"", ""Strawberry Letter 23"", and ""Stomp!"").",who were the brothers johnson
<dbpedia:Beonex_Communicator>,Beonex Communicator,"Beonex Communicator was an open source Internet suite based on the Mozilla Application Suite (MAS) by Ben Bucksch, a German Mozilla developer.",what is beonex
<dbpedia:High-pass_filter>,High-pass filter,A high-pass filter is an electronic filter that passes signals with a frequency higher than a certain cutoff frequency and attenuates signals with frequencies lower than the cutoff frequency. The amount of attenuation for each frequency depends on the filter design.  A high-pass filter is usually modeled as a linear time-invariant system. It is sometimes called a low-cut filter or bass-cut filter.,what is a hp filter
<dbpedia:Angiopathy>,Angiopathy,"Angiopathy is the generic term for a disease of the blood vessels (arteries, veins, and capillaries). The best known and most prevalent angiopathy is diabetic angiopathy, a common complication of chronic diabetes.",angiopathy definition
<dbpedia:Laṅkāvatāra_Sūtra>,Laṅkāvatāra Sūtra,"The Laṅkāvatāra Sūtra (Sanskrit: लंकावतारसूत्र; traditional Chinese: 楞伽經; ; pinyin: Léngqié Jīng) is a sutra of Mahāyāna Buddhism. The sūtra recounts a teaching primarily between the Buddha and a bodhisattva named Mahāmati ""\Great Wisdom""). The sūtra is set in Laṅkā, the island fortress capital of Rāvaṇa, the king of rākṣasas.",what is a satra
<dbpedia:Steven_Brust>,Steven Brust,"Steven Karl Zoltán Brust (born November 23, 1955) is an American fantasy and science fiction author of Hungarian descent. He is best known for his series of novels about the assassin Vlad Taltos, one of a disdained minority group of humans living on a world called Dragaera. His recent novels also include The Incrementalists (2013), with co-author Skyler White.As a drummer and singer-songwriter, Brust has recorded one solo album and two albums as a member of Cats Laughing.",who was steven stein stein
<dbpedia:Conservation_easement>,Conservation easement,"In the United States, a conservation easement (also called conservation covenant, conservation restriction or conservation servitude) is a power invested in a qualified private land conservation organization (often called a ""land trust"") or government (municipal, county, state or federal) to constrain, as to a specified land area, the exercise of rights otherwise held by a landowner so as to achieve certain conservation purposes.",definition for conservation easement
<dbpedia:Theaetetus_(dialogue)>,Theaetetus (dialogue),"The Theaetetus (/ˌθiːɪˈtiːtəs/; Greek: Θεαίτητος) is one of Plato's dialogues concerning the nature of knowledge, written circa 369 BC.In this dialogue, Socrates and Theaetetus discuss three definitions of knowledge: knowledge as nothing but perception, knowledge as true judgment, and, finally, knowledge as a true judgment with an account.",what does the phrase meaning in theaetetus mean
<dbpedia:Apraxia>,Apraxia,"Apraxia is a motor disorder caused by damage to the brain (specifically the posterior parietal cortex), in which someone has difficulty with the motor planning to perform tasks or movements when asked, provided that the request or command is understood and he/she is willing to perform the task.",what causes apexia
