_id,title,text,query
<dbpedia:Louisa_May_Alcott>,Louisa May Alcott,"Louisa May Alcott (/ˈɔːlkət, -kɒt/; November 29, 1832 – March 6, 1888) was an American novelist and poet best known as the author of the novel Little Women (1868) and its sequels Little Men (1871) and Jo's Boys (1886).",who wrote little women?
<dbpedia:Lennon_Wall>,Lennon Wall,"The Lennon Wall or John Lennon Wall,  is a wall in Prague, Czech Republic. Once a normal wall, since the 1980s it has been filled with John Lennon-inspired graffiti and pieces of lyrics from Beatles' songs.In 1988, the wall was a source of irritation for the communist regime of Gustáv Husák. Young Czechs would write grievances on the wall and in a report of the time this led to a clash between hundreds of students and security police on the nearby Charles Bridge.",what is the lennon wall
<dbpedia:Ludwig_Mies_van_der_Rohe>,Ludwig Mies van der Rohe,"Ludwig Mies van der Rohe (born Maria Ludwig Michael Mies; March 27, 1886 – August 17, 1969) was a German-American architect. He is commonly referred to and was addressed as Mies, his surname.",who is ludwig mies van der roose
<dbpedia:Lorenz_curve>,Lorenz curve,"In economics, the Lorenz curve is a graphical representation of the cumulative distribution function of the empirical probability distribution of wealth or income, and was developed by Max O. Lorenz in 1905 for representing inequality of the wealth distribution.The curve is a graph showing the proportion of overall income or wealth assumed by the bottom x% of the people, although this is not rigorously true for a finite population (see below).",what is a lorenz curve
<dbpedia:Little_Nemo>,Little Nemo,Little Nemo is a fictional character created by American cartoonist Winsor McCay.  Nemo was originally the protagonist of the comic strip  Little Nemo in Slumberland.  The full-page weekly strip depicted Nemo having fantastic dreams that were interrupted by his awakening in the final panel.,who is little nemo
<dbpedia:Louis_Agassiz>,Louis Agassiz,"Jean Louis Rodolphe Agassiz (/ˈæɡəsi/) (May 28, 1807 – December 14, 1873), commonly known as  Louis Agassiz, was a Swiss-born and European-trained biologist and geologist recognized as an innovative and prodigious scholar of Earth's natural history, with later American writings that have received scrutiny because of particular racial themes. Agassiz grew up in Switzerland, and studied and received Doctor of Philosophy and medical degrees at Erlangen and Munich, respectively.",who is louis agassiz
<dbpedia:List_of_Hindus>,List of Hindus,"This is an incomplete list, which can or may never satisfy any subjective standard for completeness. Revisions and additions are welcome.The following is a list of notable people who are or were Hindus.",is hindus a Hindu
<dbpedia:Labrador_duck>,Labrador duck,The Labrador duck (Camptorhynchus labradorius) is an extinct North American bird. The Labrador Duck has the dubious distinction of being the first endemic North American bird species to become extinct after the Columbian Exchange. It was already a rare duck before European settlers arrived and became extinct shortly after.,how does the labrador duck survive
<dbpedia:Leg_spin>,Leg spin,"Leg spin is a type of Spin bowling in the sport of cricket. A leg spinner bowls right-arm with a wrist spin action, causing the ball to spin from right to left in the cricket pitch, at the point of delivery. When the ball bounces, the spin causes the ball to deviate sharply from right to left, that is, away from the leg side of a right-handed batsman.",what is leg spin
<dbpedia:Long_Parliament>,Long Parliament,"The Long Parliament was an English Parliament summoned on 3 November 1640 by King Charles I after the fiasco of the Short Parliament earlier that year, which itself followed a 12-years parliamentary absence. It was summoned to pass financial bills, a step that was necessary as a result of the cost of the Bishops' Wars.",what was long parliamentary
<dbpedia:Leon_Battista_Alberti>,Leon Battista Alberti,"Leon Battista Alberti (February 14, 1404 – April 25, 1472) was an Italian humanist author, artist, architect, poet, priest, linguist, philosopher and cryptographer; he epitomised the Renaissance Man.",who was leon battista
<dbpedia:Lisp_machine>,Lisp machine,"Lisp machines are general-purpose computers designed to efficiently run Lisp as their main software language, usually through hardware support. They are an example of a high-level language computer architecture, and in a sense, they were the first commercial single-user workstations.",define lisp machine
<dbpedia:Literate_programming>,Literate programming,"Literate programming is an approach to programming introduced by Donald Knuth in which a program is given as an explanation of the program logic in a natural language, such as English, interspersed with snippets of macros and traditional source code, from which a compilable source code can be generated.The literate programming paradigm, as conceived by Knuth, represents a move away from writing programs in the manner and order imposed by the computer, and instead enables programmers to develop programs in the order demanded by the logic and flow of their thoughts.",what is literacy in programming
